Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
produtos da quintal;BRL;10;0%;-50%;Alto;99;0,21;1,99;;;;;;10;20;20;10;10;10;20;20;10;10;10;10
quintal rochas;BRL;50;-43%;-43%;Alto;100;0,42;1,95;;;;;;70;50;30;20;30;40;50;70;50;70;40;40
quintaldermocosmeticos;BRL;1600;23%;-33%;Alto;100;1,09;10,17;;;;;;1900;2900;1600;1300;1000;1600;1900;1900;1300;1300;1300;1600
quintal hidratante;BRL;70;-29%;-55%;Alto;100;0,56;4,75;;;;;;90;90;50;70;50;70;90;110;70;70;70;50
máscara facial quintal;BRL;170;-36%;-65%;Alto;100;0,26;1,56;;;;;;170;260;170;260;110;210;140;110;90;140;110;90
argila quintal;BRL;390;-33%;-46%;Alto;100;0,31;1,8;;;;;;390;480;390;390;260;480;480;390;320;390;320;260
mascara da quintal;BRL;20;0%;-67%;Alto;100;;;;;;;;20;20;30;30;10;30;20;20;10;10;10;10
quintal kit;BRL;20;0%;-50%;Alto;100;0,48;1,62;;;;;;30;30;20;20;10;20;30;20;20;20;30;20
hidratante quintal;BRL;210;-34%;-34%;Alto;100;0,51;3,1;;;;;;260;320;210;170;170;210;260;260;210;320;210;210
quintal creme;BRL;20;0%;-33%;Alto;100;0,38;4,6;;;;;;20;20;30;20;20;10;20;20;20;20;10;20
quintal cosmeticos antiacne;BRL;10;0%;-67%;Alto;100;;;;;;;;20;20;20;40;10;10;20;10;10;10;10;10
quintal argila;BRL;140;0%;-46%;Alto;100;0,27;2,22;;;;;;110;210;140;140;110;170;210;140;90;140;140;140
kit quintal;BRL;140;-18%;-72%;Alto;100;0,39;2,67;;;;;;170;260;110;140;90;110;140;140;140;110;70;90
base quintal;BRL;20;100%;-33%;Alto;100;0,25;1,15;;;;;;50;30;20;20;10;10;10;10;10;10;20;20
sabonete quintal;BRL;30;300%;-20%;Alto;100;0,48;6,88;;;;;;30;40;50;40;30;20;30;30;30;10;40;40
quintal dermocosméticos resenha;BRL;40;0%;-71%;Alto;100;0,53;1,46;;;;;;50;40;40;40;40;40;50;40;30;20;10;20
quintal regeneradora;BRL;40;-43%;-43%;Alto;100;0,34;4,4;;;;;;50;50;30;30;20;30;40;40;30;70;40;40
quintal antissinais;BRL;40;50%;-40%;Alto;100;0,77;2,12;;;;;;30;70;30;40;20;30;30;30;30;20;70;30
quintal mascara de argila;BRL;40;0%;0%;Alto;100;0,38;3,28;;;;;;40;50;40;30;40;30;50;30;20;50;30;50
hidratante quintal antiacne;BRL;70;0%;-36%;Alto;100;0,49;2,4;;;;;;110;70;90;90;50;50;70;70;90;90;70;90
marca quintal é boa;BRL;20;-67%;-50%;Alto;100;0,52;2,76;;;;;;20;20;20;20;10;10;20;10;10;30;10;10
quintal vegano;BRL;110;21%;143%;Médio;46;0,69;3,12;;;;;;70;90;110;70;110;90;140;110;90;140;170;170
quintal loja;BRL;30;50%;-25%;Alto;100;0,46;1,61;;;;;;40;50;50;40;30;40;30;40;30;20;30;30
quintal tratamento antiacne;BRL;20;-50%;-75%;Alto;100;0,44;2,01;;;;;;30;50;30;20;10;10;10;10;10;20;10;10
quintal creme clareador;BRL;20;-67%;-80%;Alto;100;0,34;3,09;;;;;;10;30;20;40;10;10;20;20;10;30;10;10
quintal cosméticos resenha;BRL;30;0%;-71%;Alto;100;0,86;1,98;;;;;;50;70;40;30;20;20;30;20;20;20;20;20
creme clareador quintal;BRL;20;0%;-33%;Alto;100;0,42;3,12;;;;;;30;20;20;20;10;10;20;20;10;20;10;20
quintal hidratante antiacne;BRL;50;-40%;-57%;Alto;100;0,61;4,62;;;;;;50;90;50;40;20;40;70;70;30;50;30;30
quintal antiacne;BRL;390;-19%;-46%;Alto;100;0,41;1,88;;;;;;480;590;390;390;260;390;480;480;260;320;390;260
mascara argila quintal;BRL;70;-44%;-55%;Alto;100;0,41;2,04;;;;;;50;90;70;70;40;50;70;40;30;90;70;50
produtos quintal resenha;BRL;20;200%;0%;Alto;100;;;;;;;;20;30;20;20;10;10;10;20;20;10;10;30
mascara de argila quintal;BRL;110;-36%;-36%;Alto;100;0,32;2,22;;;;;;90;140;110;140;90;110;170;70;70;140;90;90
hidratante antiacne quintal;BRL;90;40%;-22%;Alto;100;0,57;4,09;;;;;;70;90;90;70;70;140;90;90;50;50;40;70
bb cream quintal;BRL;20;-50%;-75%;Alto;100;;;;;;;;20;20;70;10;10;30;20;30;30;20;10;10
regenerador quintal;BRL;10;0%;-75%;Alto;100;0,28;2,01;;;;;;10;40;10;10;10;10;10;10;10;10;10;10
antiacne quintal;BRL;110;-50%;-36%;Alto;100;0,4;1,76;;;;;;90;140;110;90;90;90;110;210;110;140;170;70
hidratante regenerador quintal;BRL;10;0%;-80%;Alto;100;0,69;2,39;;;;;;40;20;10;20;10;10;10;10;10;10;10;10
hidratante quintal antiacne resenha;BRL;20;0%;0%;Alto;100;0,84;3,75;;;;;;20;40;10;10;10;20;30;30;10;10;10;10
quintal dermocosméticos clareador;BRL;10;0%;0%;Alto;100;;;;;;;;10;40;20;20;10;20;20;10;10;10;10;10
hidratante antiacne quintal resenha;BRL;20;100%;-33%;Alto;100;1,52;3,3;;;;;;20;10;10;10;10;20;30;20;10;10;10;20
hidratante finalizador quintal;BRL;20;0%;-75%;Alto;100;0,27;2,31;;;;;;10;20;10;20;10;10;10;20;10;10;10;10
quintal clareador;BRL;260;0%;-46%;Alto;100;0,31;2,46;;;;;;260;390;320;260;260;210;260;210;170;260;210;260
argila quintal resenha;BRL;10;0%;-50%;Alto;100;;;;;;;;10;30;10;10;10;10;10;20;10;10;10;10
quintal antiacne resenha;BRL;20;0%;-80%;Alto;100;;;;;;;;70;50;20;40;10;10;30;10;10;10;20;10
máscara de argila quintal resenha;BRL;20;-50%;-80%;Alto;100;;;;;;;;40;50;30;20;10;10;20;10;10;20;20;10
argila quintal antiacne;BRL;20;0%;-67%;Alto;100;0,4;1,59;;;;;;10;30;30;10;10;10;20;20;10;10;30;10
quintal tratamento clareador;BRL;30;400%;0%;Alto;100;0,26;1,22;;;;;;40;70;30;50;20;20;20;20;10;10;10;50
antiporosidade quintal resenha;BRL;20;0%;-80%;Alto;100;;;;;;;;30;50;20;20;10;10;20;10;10;10;10;10
kit quintal antiacne;BRL;70;-33%;-82%;Alto;100;0,34;2,61;;;;;;140;140;90;70;70;70;50;50;50;30;30;20
mascara quintal antiacne;BRL;90;40%;-36%;Alto;100;0,61;1,86;;;;;;90;140;140;90;50;90;90;110;50;50;70;70
argila verde quintal;BRL;170;0%;-21%;Alto;100;0,38;2,47;;;;;;170;260;140;170;110;140;170;170;90;110;170;110
hidratante clareador quintal resenha;BRL;20;0%;-33%;Alto;100;;;;;;;;30;20;10;20;30;30;30;30;20;20;20;20
quintal mascara antiacne;BRL;20;0%;0%;Alto;100;0,47;3,09;;;;;;10;10;30;30;10;30;20;20;10;20;20;20
quintal argila verde;BRL;50;-25%;-40%;Alto;100;0,34;2,22;;;;;;50;90;70;50;50;70;70;50;30;40;70;30
quintal kit antiacne;BRL;20;0%;-50%;Alto;100;0,43;1,65;;;;;;10;40;20;30;20;10;20;20;10;10;10;10
quintal clareadora;BRL;70;-43%;-56%;Alto;100;0,36;1,88;;;;;;70;110;70;70;50;40;50;30;30;70;50;40
quintal terra de cores argila branca;BRL;30;0%;-71%;Alto;100;0,21;1,24;;;;;;20;20;30;40;20;30;50;30;10;20;30;20
hidratante clareador quintal;BRL;50;-60%;-78%;Alto;100;0,63;2,5;;;;;;110;90;70;40;40;50;50;70;20;50;20;20
kit antiacne quintal;BRL;40;0%;-57%;Alto;100;0,53;2,09;;;;;;50;70;40;40;40;50;30;30;20;30;30;30
quintal antissinais resenha;BRL;10;0%;-50%;Alto;100;;;;;;;;30;30;10;10;10;10;10;10;10;10;10;10
mascara regeneradora quintal;BRL;20;0%;-67%;Alto;100;0,26;1,55;;;;;;20;30;10;20;20;10;30;20;20;10;10;10
argila branca quintal resenha;BRL;30;0%;-67%;Alto;100;;;;;;;;30;30;30;30;30;40;40;30;10;10;20;10
hidratante antiporosidade quintal;BRL;20;0%;-50%;Alto;100;0,8;3,64;;;;;;10;30;30;20;30;10;10;10;10;10;20;10
quintal hidratante clareador;BRL;20;-67%;-50%;Alto;100;0,3;3,35;;;;;;30;30;10;20;20;20;30;70;20;30;10;10
fluido hidratante antiacne quintal;BRL;30;-50%;-75%;Alto;100;0,56;4,96;;;;;;50;30;30;20;50;30;40;30;20;20;20;10
hidratante quintal clareador;BRL;30;-33%;-60%;Alto;100;0,38;4,21;;;;;;50;30;20;20;20;20;40;20;30;30;30;20
sephora quintal;BRL;30;-67%;-67%;Alto;100;2,21;74,51;;;;;;30;90;20;30;10;30;20;20;20;30;20;10
mascara de argila verde quintal;BRL;20;50%;0%;Alto;100;0,44;3,6;;;;;;30;40;20;20;30;30;40;20;20;20;10;30
kit quintal antiporosidade;BRL;10;0%;-86%;Alto;100;0,5;1,27;;;;;;40;20;10;20;10;10;20;10;10;10;10;10
antiporosidade quintal;BRL;40;150%;-44%;Alto;100;0,4;2,13;;;;;;50;50;50;40;30;50;40;40;20;20;40;50
máscara de argila branca quintal;BRL;70;-81%;-43%;Alto;100;0,43;1,47;;;;;;40;90;50;40;30;30;70;40;10;210;90;40
clareadora quintal;BRL;30;-33%;-33%;Alto;100;0,33;3,75;;;;;;20;40;20;40;10;30;40;20;10;30;20;20
quintal clareador resenha;BRL;20;0%;-86%;Alto;99;;;;;;;;50;50;20;20;30;10;20;10;10;10;10;10
quintal sephora;BRL;20;0%;-50%;Alto;100;1,53;35,84;;;;;;20;40;20;20;30;20;20;20;10;10;10;10
mascara quintal antiporosidade;BRL;30;50%;0%;Alto;100;0,29;2,42;;;;;;30;40;30;20;10;30;30;20;20;20;10;30
máscara quintal clareadora;BRL;140;-33%;-33%;Alto;100;0,37;2,27;;;;;;140;210;170;170;110;90;110;70;50;210;90;140
kit quintal clareador;BRL;50;33%;-71%;Alto;100;0,33;3,01;;;;;;90;90;40;40;30;50;50;70;40;30;40;40
mascara antiacne quintal;BRL;110;0%;40%;Alto;100;0,44;1,76;;;;;;90;210;170;90;70;90;40;210;90;70;170;70
fluido regenerador quintal;BRL;10;0%;-67%;Alto;100;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
argila preta quintal;BRL;20;-33%;-50%;Alto;100;0,34;0,83;;;;;;20;30;30;20;10;20;20;30;10;30;20;20
mascara argila branca quintal;BRL;50;-76%;-29%;Alto;100;0,45;5,45;;;;;;40;70;50;40;30;30;30;40;20;210;90;50
kit antiporosidade quintal;BRL;20;0%;-75%;Alto;100;0,28;7,43;;;;;;20;30;20;20;10;10;20;10;10;10;20;10
antiporosidade;BRL;50;0%;-44%;Alto;100;0,44;1,15;;;;;;50;40;70;70;40;70;70;50;50;50;50;50
quintal kit clareador;BRL;50;-25%;50%;Alto;79;0,57;3,43;;;;;;30;50;110;40;90;70;40;50;50;40;40;30
argila antiacne;BRL;50;25%;25%;Alto;100;0,37;1,97;;;;;;20;40;50;20;30;50;40;40;40;40;170;50
mascara argila verde quintal;BRL;30;0%;-75%;Alto;100;0,48;2,54;;;;;;30;50;40;30;10;20;30;10;30;10;10;10
kit clareador quintal resenha;BRL;20;0%;-50%;Alto;100;;;;;;;;20;10;30;10;30;10;10;30;10;10;10;10
kit clareador quintal;BRL;50;0%;-57%;Alto;100;0,44;3,71;;;;;;70;50;70;70;50;50;50;50;30;30;30;30
argila branca quintal;BRL;320;-46%;-64%;Alto;100;0,31;2,14;;;;;;260;390;260;260;170;260;480;720;210;390;320;210
máscara clareadora quintal;BRL;170;-58%;-72%;Alto;100;0,37;4,01;;;;;;260;320;210;260;110;140;170;110;50;260;170;110
quintal clareadora argila branca;BRL;30;-75%;-75%;Alto;100;0,22;0,59;;;;;;20;30;30;30;40;40;90;30;10;40;10;10
clareador quintal resenha;BRL;20;0%;-75%;Alto;95;;;;;;;;30;20;30;30;30;20;30;10;10;10;10;10
anti porosidade;BRL;90;100%;56%;Alto;100;0,42;2,43;;;;;;90;70;110;90;40;90;90;90;70;70;70;140
mascara antiporosidade quintal;BRL;20;200%;-25%;Alto;92;0,52;4,46;;;;;;20;40;30;20;20;20;10;10;10;10;10;30
argila branca clareadora quintal;BRL;40;0%;0%;Alto;100;0,28;1,65;;;;;;30;70;40;50;20;40;40;30;30;50;70;50
quintal argila branca;BRL;140;-47%;-65%;Alto;100;0,26;1,41;;;;;;140;210;170;210;110;110;170;140;50;170;170;90
argila clareadora quintal;BRL;50;-57%;-67%;Alto;100;0,37;2,33;;;;;;70;70;90;90;40;40;50;40;20;70;50;30
argila quintal clareadora;BRL;40;-40%;-25%;Alto;100;0,33;0,96;;;;;;40;50;70;70;20;10;40;30;20;50;70;30
argila preta regeneradora quintal;BRL;10;-67%;-50%;Alto;100;0,26;0,54;;;;;;20;20;20;20;10;10;10;20;10;30;10;10
argila verde antiacne;BRL;40;-25%;200%;Alto;100;0,22;0,79;;;;;;30;10;40;20;20;40;50;50;30;40;140;30
máscara de argila comprar;BRL;90;-44%;-71%;Alto;100;0,78;2,84;;;;;;90;90;110;110;70;110;110;70;70;90;50;50
argila violeta antiporosidade quintal;BRL;20;100%;-33%;Alto;100;0,44;2,46;;;;;;20;20;20;20;20;50;20;10;20;10;10;20
antiporos;BRL;90;100%;56%;Alto;100;0,42;2,43;;;;;;90;70;110;90;40;90;90;90;70;70;70;140
mascara antiporosidade;BRL;30;100%;0%;Alto;100;0,34;1,82;;;;;;10;30;30;30;30;50;40;30;20;20;20;40
quintal mascara clareadora;BRL;90;-79%;-79%;Alto;100;0,41;5,69;;;;;;90;140;50;90;50;90;90;70;40;140;90;30
máscara de argila verde comprar;BRL;50;50%;-73%;Alto;100;0,44;2,27;;;;;;70;70;90;90;70;50;70;50;50;20;30;30
mascara facial de argila;BRL;480;-18%;-56%;Alto;100;0,48;2,37;;;;;;590;480;480;480;390;590;590;480;480;390;320;320
mascara argila;BRL;1000;-12%;-45%;Alto;100;0,67;4,38;;;;;;1300;1300;1000;1000;880;1300;1600;1000;1000;1000;880;880
máscara facial de argila;BRL;480;-18%;-56%;Alto;100;0,48;2,37;;;;;;590;480;480;480;390;590;590;480;480;390;320;320
mascara argila facial;BRL;30;0%;-33%;Alto;100;;;;;;;;40;20;20;30;20;40;20;30;10;20;30;20
mascara facial com argila;BRL;70;0%;-43%;Alto;100;0,38;2,42;;;;;;140;90;90;70;90;110;90;70;70;40;50;40
mascara de argila facial;BRL;70;-55%;-55%;Alto;100;0,6;3,07;;;;;;90;70;70;90;70;90;90;70;70;110;90;50
mascaras faciais de argila;BRL;20;0%;-75%;Alto;78;;;;;;;;20;40;20;30;20;40;30;20;10;10;10;10
máscara argila;BRL;1000;-12%;-45%;Alto;100;0,67;4,38;;;;;;1300;1300;1000;1000;880;1300;1600;1000;1000;1000;880;880
máscara de argila;BRL;8100;0%;-45%;Alto;100;0,36;2,3;;;;;;9900;8100;8100;8100;6600;8100;9900;8100;6600;6600;6600;6600
argila facial;BRL;1900;-16%;-33%;Alto;100;0,38;2,24;;;;;;1900;1900;1600;1600;1600;2400;2400;1900;1600;1900;1900;1600
máscara com argila;BRL;90;-22%;-50%;Alto;92;0,37;1,65;;;;;;110;110;110;110;110;110;110;110;70;90;70;70
máscara de argila verde;BRL;4400;0%;-45%;Alto;100;0,36;1,66;;;;;;5400;5400;5400;5400;4400;5400;5400;4400;4400;3600;3600;3600
argila verde mascara;BRL;140;0%;-58%;Alto;100;0,37;1,63;;;;;;170;170;210;210;140;210;210;140;90;110;90;110
máscara facial verde;BRL;210;-48%;-58%;Alto;100;0,55;2,08;;;;;;170;210;170;210;260;210;210;210;170;210;170;110
argila máscara;BRL;140;0%;-18%;Alto;100;0,58;3,23;;;;;;140;170;170;140;140;170;110;170;140;140;140;140
mascara de argila clareadora;BRL;30;-33%;0%;Alto;100;;;;;;;;30;30;40;40;30;20;30;20;20;30;20;20
máscara facial com argila;BRL;70;0%;-43%;Alto;100;0,38;2,42;;;;;;140;90;90;70;90;110;90;70;70;40;50;40
máscaras de argila verde;BRL;4400;0%;-45%;Alto;100;0,36;1,66;;;;;;5400;5400;5400;5400;4400;5400;5400;4400;4400;3600;3600;3600
argila mascara;BRL;140;0%;-18%;Alto;100;0,58;3,23;;;;;;140;170;170;140;140;170;110;170;140;140;140;140
mascaras de argila verde;BRL;10;0%;-50%;Alto;100;;;;;;;;20;20;20;30;10;10;10;10;20;10;10;10
máscara argila verde;BRL;1000;0%;-45%;Alto;100;0,36;2,51;;;;;;1300;1300;1000;1300;1000;1300;1300;1000;880;880;880;880
mascara argila verde;BRL;1000;0%;-45%;Alto;100;0,36;2,51;;;;;;1300;1300;1000;1300;1000;1300;1300;1000;880;880;880;880
mascaras argila;BRL;1000;-12%;-45%;Alto;100;0,67;4,38;;;;;;1300;1300;1000;1000;880;1300;1600;1000;1000;1000;880;880
mascara de argila pronta;BRL;50;0%;-20%;Alto;100;0,45;0,87;;;;;;40;40;50;50;40;50;50;50;40;40;40;40
máscara com argila verde;BRL;110;0%;-57%;Alto;87;0,35;1,17;;;;;;170;140;110;110;90;140;90;110;90;90;110;90
máscaras de argila;BRL;8100;0%;-45%;Alto;100;0,36;2,3;;;;;;9900;8100;8100;8100;6600;8100;9900;8100;6600;6600;6600;6600
mascara de argila;BRL;8100;0%;-45%;Alto;100;0,36;2,3;;;;;;9900;8100;8100;8100;6600;8100;9900;8100;6600;6600;6600;6600
máscara antiacne;BRL;480;23%;23%;Alto;100;0,74;3,57;;;;;;390;720;590;480;480;480;480;390;390;390;480;480
máscara facial argila;BRL;480;0%;-34%;Alto;100;0,67;4,29;;;;;;590;590;480;590;480;590;590;590;390;390;390;390
mascara com argila verde;BRL;110;0%;-57%;Alto;87;0,35;1,17;;;;;;170;140;110;110;90;140;90;110;90;90;110;90
mascara com argila;BRL;90;-22%;-50%;Alto;92;0,37;1,65;;;;;;110;110;110;110;110;110;110;110;70;90;70;70
argila comprar;BRL;880;22%;0%;Alto;100;0,44;1,41;;;;;;720;720;880;720;880;1000;1000;880;880;720;880;880
argila mascara rosto;BRL;20;0%;-80%;Alto;100;;;;;;;;20;30;30;40;30;30;10;10;10;10;10;10
argila branca clareadora;BRL;140;27%;-46%;Alto;100;0,35;1,25;;;;;;140;170;110;170;110;210;140;140;90;110;170;140
máscara de argila branca clareadora;BRL;30;-50%;-50%;Alto;100;;;;;;;;30;50;20;40;20;10;50;40;40;40;50;20
mascara de argila verde;BRL;4400;0%;-45%;Alto;100;0,36;1,66;;;;;;5400;5400;5400;5400;4400;5400;5400;4400;4400;3600;3600;3600
argila para mascara;BRL;20;-50%;-50%;Alto;100;1,06;2,89;;;;;;40;40;20;20;20;20;30;20;20;20;10;10
máscara verde de argila;BRL;20;-33%;-50%;Alto;100;0,35;1,3;;;;;;20;30;30;30;20;30;10;30;20;30;20;20
argila clareadora;BRL;390;-19%;-19%;Alto;100;0,33;0,94;;;;;;480;390;390;480;390;390;390;390;320;480;480;390
mascaras de argila;BRL;320;0%;-33%;Alto;100;0,48;2,18;;;;;;320;390;320;320;260;390;390;320;320;260;260;260
mascara de argila branca;BRL;2900;-17%;-33%;Alto;100;0,35;1,07;;;;;;2900;2900;2900;2900;2400;2900;3600;2900;2400;2900;2400;2400
máscara facial branca;BRL;140;-21%;-35%;Alto;98;0,3;0,91;;;;;;140;140;140;170;140;140;140;170;110;140;110;110
máscara argila branca;BRL;720;-18%;-33%;Alto;100;0,35;1,44;;;;;;720;720;720;880;720;880;880;720;720;720;720;590
mascara verde argila;BRL;90;-71%;-78%;Alto;100;;;;;;;;50;90;70;110;70;140;140;140;110;70;40;20
mascara argila vermelha;BRL;70;-29%;-55%;Alto;100;0,36;2,24;;;;;;70;70;70;90;70;90;110;70;70;70;50;50
mascara de argila vermelha;BRL;210;-19%;-35%;Alto;99;0,36;1,44;;;;;;260;210;210;210;170;210;210;210;210;210;170;170
melhor mascara de argila;BRL;40;-50%;-33%;Alto;100;0,58;2,27;;;;;;40;40;20;50;30;50;50;30;40;40;10;20
mascara de argila qual a melhor;BRL;20;0%;-75%;Alto;96;;;;;;;;20;20;20;20;30;20;20;10;10;10;20;10
melhores máscaras de argila;BRL;20;0%;-50%;Alto;100;;;;;;;;10;20;10;40;10;20;10;10;10;10;10;10
mascara com argila branca;BRL;110;-35%;-21%;Alto;100;0,36;0,98;;;;;;140;140;110;110;140;140;140;110;110;170;110;110
mascara de argila preço;BRL;40;0%;-78%;Alto;99;0,37;1,14;;;;;;50;50;40;50;20;40;40;30;30;20;20;20
argila e cores;BRL;30;200%;0%;Baixo;29;;;;;;;;40;40;30;30;30;40;40;20;20;10;20;30
finalizador hidratante;BRL;40;0%;25%;Alto;98;0,81;3,12;;;;;;20;20;30;70;20;20;50;50;30;50;50;50
melhores mascaras de argila;BRL;30;0%;-33%;Alto;100;0,76;3,65;;;;;;30;40;30;30;20;30;50;20;40;20;40;20
máscara de argila verde preço;BRL;20;-50%;-80%;Alto;83;;;;;;;;30;20;30;20;20;30;30;20;10;20;20;10
mascara antiacne;BRL;480;23%;23%;Alto;100;0,74;3,57;;;;;;390;720;590;480;480;480;480;390;390;390;480;480
depois da mascara de argila;BRL;10;0%;-50%;Baixo;25;;;;;;;;10;20;10;10;10;10;20;10;10;10;10;10
creme de argila verde;BRL;70;-29%;-29%;Alto;100;0,31;1,11;;;;;;70;70;50;70;70;70;70;70;50;70;40;50
argila branca mascara;BRL;110;-36%;-47%;Alto;100;0,26;0,92;;;;;;170;110;110;110;90;140;140;110;110;140;90;90
mascara de argila como usar;BRL;110;22%;-35%;Médio;51;0,37;1,21;;;;;;140;140;170;110;110;110;140;110;90;90;110;110
a cor da argila;BRL;30;50%;50%;Baixo;15;;;;;;;;30;20;20;30;10;30;30;20;20;20;30;30
argila cor;BRL;880;0%;-12%;Médio;52;0,24;0,77;;;;;;880;1000;880;880;720;880;1000;880;720;880;880;880
de argila;BRL;140;0%;27%;Alto;77;;;;;;;;110;140;110;90;90;140;140;170;170;140;170;140
mascaras de argila tipos;BRL;30;100%;-82%;Alto;100;;;;;;;;110;30;50;40;10;10;20;10;10;10;10;20
argila de pele;BRL;20;-33%;-60%;Alto;100;;;;;;;;20;30;10;20;20;20;10;10;20;30;20;20
máscara de argila preta;BRL;1600;-38%;-47%;Alto;100;0,37;2,09;;;;;;1600;1600;1600;1600;1600;1600;1900;1600;1300;1600;1300;1000
argila;BRL;40500;0%;-18%;Alto;99;0,34;0,87;;;;;;40500;40500;33100;33100;33100;49500;49500;49500;49500;40500;49500;40500
mascara de argila funciona;BRL;20;-50%;-67%;Alto;89;;;;;;;;20;20;20;20;10;20;10;10;10;20;10;10
mascara de argila rosa;BRL;880;0%;-32%;Alto;100;0,44;2,25;;;;;;880;880;880;880;880;880;880;1300;1000;880;1000;880
argila cores e benefícios;BRL;110;40%;-22%;Médio;35;0,36;0,65;;;;;;110;140;170;260;110;90;90;90;40;50;50;70
argila violeta;BRL;70;0%;-71%;Alto;100;0,32;1,37;;;;;;70;90;50;110;70;90;90;70;40;40;40;40
mascara argila rosa;BRL;390;0%;-19%;Alto;100;0,52;3,65;;;;;;320;320;320;320;320;480;390;590;390;390;480;390
argila branca marcas;BRL;20;0%;50%;Alto;95;;;;;;;;30;20;20;20;20;20;30;20;20;30;20;30
cores argila;BRL;880;0%;0%;Médio;34;0,44;1,05;;;;;;880;880;720;880;720;880;880;880;880;880;720;880
máscara facial de argila branca;BRL;110;0%;-36%;Alto;100;0,36;1,1;;;;;;170;110;110;110;90;110;140;90;90;90;110;90
mascara argila preta;BRL;480;-19%;-34%;Alto;100;0,37;2,89;;;;;;480;590;480;590;480;590;720;480;480;480;390;390
