Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
vela oleo massagem;BRL;20;0%;200%;Alto;100;0,42;1,26;;;;;;10;10;10;10;30;30;10;30;50;30;20;30
sabonete esfoliante rosto;BRL;1000;0%;-32%;Alto;100;0,78;3,25;;;;;;1000;1300;1000;1300;1000;1300;1000;880;880;880;880;880
sabonete esfoliante;BRL;5400;0%;-33%;Alto;100;0,67;3,19;;;;;;5400;5400;5400;5400;5400;5400;5400;5400;4400;4400;5400;4400
sais de banho relaxante;BRL;170;0%;0%;Alto;100;0,27;1,08;;;;;;210;170;140;170;170;210;260;210;170;170;170;170
sabonete jabuticaba;BRL;40;0%;-71%;Alto;100;;;;;;;;50;50;90;70;40;20;30;20;30;20;20;20
sais de banho para escalda pes;BRL;30;0%;-67%;Alto;100;;;;;;;;30;50;40;30;20;50;40;10;20;10;20;10
sabonete rosto esfoliante;BRL;20;50%;200%;Alto;100;1,15;4,43;;;;;;30;10;10;10;10;30;20;50;30;20;30;30
velas para massagens relaxantes;BRL;140;24%;189%;Alto;100;0,27;1,27;;;;;;110;110;70;90;70;140;210;170;170;210;210;260
velas corporais;BRL;260;-34%;0%;Alto;100;0,31;1,49;;;;;;210;210;260;210;170;320;260;320;390;320;320;210
velas para massoterapia;BRL;20;0%;-89%;Alto;100;;;;;;;;40;40;20;20;30;10;10;10;10;10;20;10
esfoliante gomage;BRL;50;0%;33%;Alto;100;0,27;0,92;;;;;;50;40;30;50;50;50;40;70;70;40;40;40
vela corporal;BRL;260;-34%;0%;Alto;100;0,31;1,49;;;;;;210;210;260;210;170;320;260;320;390;320;320;210
esfoliação corporal;BRL;40500;22%;50%;Alto;100;0,69;2,51;;;;;;40500;40500;40500;49500;40500;49500;49500;40500;40500;40500;49500;49500
sabonete com esfoliante;BRL;50;-20%;33%;Alto;100;0,73;4,22;;;;;;40;50;50;50;40;70;50;50;50;50;40;40
hidrabene gel esfoliante facial;BRL;40;-44%;0%;Alto;96;0,26;1,48;;;;;;30;70;50;30;50;40;20;20;40;90;40;50
sabonete esfoliante para rosto;BRL;90;0%;-22%;Alto;100;0,88;5,31;;;;;;110;110;110;90;110;70;90;70;70;70;90;70
esfoliacao corporal;BRL;40500;22%;50%;Alto;100;0,69;2,51;;;;;;40500;40500;40500;49500;40500;49500;49500;40500;40500;40500;49500;49500
esfoliante facial e corporal;BRL;40;-40%;-40%;Alto;100;1,08;2,96;;;;;;40;50;40;50;20;40;40;50;50;50;50;30
vela relaxante;BRL;90;29%;200%;Alto;100;0,34;1,82;;;;;;50;40;70;70;50;110;140;140;110;70;70;90
hidrabene gel esfoliante;BRL;210;-65%;-19%;Alto;100;0,28;1,85;;;;;;170;170;110;140;170;210;390;210;170;480;320;170
sal para banheira;BRL;20;-67%;0%;Alto;100;0,18;1,06;;;;;;10;20;10;30;20;30;20;30;10;30;10;10
esfoli;BRL;22200;0%;-18%;Alto;100;0,58;1,8;;;;;;22200;22200;22200;22200;18100;27100;22200;22200;22200;22200;22200;22200
gel esfoliante hidrabene;BRL;480;-56%;22%;Alto;100;0,32;1,78;;;;;;320;260;210;260;590;480;480;320;390;880;590;390
sais para banho;BRL;320;0%;0%;Alto;100;0,3;0,87;;;;;;390;320;320;320;260;320;390;390;390;320;390;320
esfoliante sabonete;BRL;70;0%;-22%;Alto;100;0,63;3,17;;;;;;90;70;70;90;90;70;50;90;70;70;90;70
vela de massagem receita;BRL;20;67%;∞;Alto;86;;;;;;;;0;0;0;0;0;0;0;90;50;30;30;50
sais banho;BRL;260;-19%;-19%;Alto;100;0,41;1,73;;;;;;210;210;260;170;210;260;320;260;260;260;210;210
sabonete esfoliante de rosto;BRL;20;100%;-33%;Alto;100;0,81;4,42;;;;;;20;30;10;20;20;30;20;20;30;10;10;20
sais de;BRL;40;-40%;0%;Baixo;3;;;;;;;;20;30;30;30;20;30;10;50;70;50;40;30
sabonetes esfoliantes para o rosto;BRL;2400;0%;0%;Alto;100;0,83;3,18;;;;;;2400;1900;2400;2400;1900;2400;2900;2400;2400;2900;2900;2900
sais relaxantes para banheira;BRL;20;0%;-50%;Alto;100;0,35;2,3;;;;;;30;20;10;10;10;40;20;40;10;10;30;10
esfoliante corporal e facial;BRL;50;-43%;0%;Alto;100;0,71;2,42;;;;;;50;50;30;50;40;70;50;70;20;70;40;40
esfoliante de damasco;BRL;50;-40%;50%;Alto;100;0,18;1,01;;;;;;40;70;40;40;40;50;70;70;50;50;40;30
gel de limpeza esfoliante;BRL;50;-20%;-56%;Alto;100;0,67;3,78;;;;;;30;70;50;50;30;40;40;70;70;50;70;40
esfoliante rosto nivea;BRL;70;29%;0%;Alto;100;0,26;2,48;;;;;;90;70;70;70;70;90;90;90;90;70;90;90
sabonete para esfoliar o rosto;BRL;70;40%;-36%;Alto;100;0,83;3,07;;;;;;90;90;90;70;50;90;70;50;70;50;70;70
esfoliante nivea rosto;BRL;390;-19%;50%;Alto;100;0,32;1,6;;;;;;320;260;170;260;320;480;590;480;480;590;480;480
gel esfoliante facial nivea;BRL;70;-29%;-55%;Alto;100;0,51;1,43;;;;;;90;90;70;40;50;70;70;70;50;70;50;50
sabonete esfoliante preço;BRL;20;0%;-75%;Alto;100;0,49;2,14;;;;;;50;20;10;20;20;20;10;10;10;10;10;10
esfoliante facial nívea;BRL;590;0%;-33%;Alto;100;0,33;1,32;;;;;;720;720;590;590;590;720;720;590;590;480;590;480
esfoliante facial vegano;BRL;140;-35%;0%;Alto;100;0,65;3,37;;;;;;140;90;90;110;140;110;210;210;140;170;140;110
esfoliante de rosto nivea;BRL;30;0%;0%;Alto;100;0,22;0,94;;;;;;30;30;40;30;40;40;40;30;20;30;30;30
esfoliante para rosto nivea;BRL;30;-25%;-57%;Alto;100;0,45;2,03;;;;;;50;30;30;20;30;30;20;20;20;40;20;30
esfoliante verde;BRL;50;0%;40%;Alto;100;0,56;1,41;;;;;;50;50;30;50;40;70;50;70;70;70;50;70
esfoliante para o rosto nivea;BRL;390;-19%;0%;Alto;100;0,23;1,28;;;;;;390;390;260;390;320;480;480;390;390;480;480;390
sal de banho para banheira;BRL;50;-57%;0%;Alto;100;0,28;1,51;;;;;;40;30;40;40;30;50;50;40;40;70;70;30
gel esfoliante nivea;BRL;590;-18%;-41%;Alto;100;0,33;1,11;;;;;;880;720;590;480;590;590;590;590;480;720;590;590
gel esfoliante facial hidrabene;BRL;140;-81%;-47%;Alto;100;0,3;2,52;;;;;;110;90;90;110;110;110;140;110;110;480;170;90
gel esfoliante para o rosto nivea;BRL;20;-50%;-80%;Alto;91;;;;;;;;20;20;20;30;20;20;10;20;30;20;20;10
esfoliante facial nivea;BRL;590;0%;-33%;Alto;100;0,33;1,32;;;;;;720;720;590;590;590;720;720;590;590;480;590;480
sabonete esfoliante rosto nivea;BRL;40;0%;67%;Alto;100;0,55;2,48;;;;;;40;20;40;30;40;50;50;40;50;50;50;50
vela hidratante corporal;BRL;90;-29%;-29%;Alto;100;1;2,32;;;;;;70;40;40;90;110;90;70;170;140;70;30;50
sais de banho energizante;BRL;30;-50%;-67%;Alto;100;;;;;;;;10;20;50;20;30;20;10;30;30;20;20;10
sabonete para o rosto esfoliante;BRL;30;-33%;-71%;Alto;100;0,81;3,15;;;;;;30;40;10;50;50;30;30;40;30;30;30;20
esfoliaçao corporal;BRL;40500;22%;50%;Alto;100;0,69;2,51;;;;;;40500;40500;40500;49500;40500;49500;49500;40500;40500;40500;49500;49500
nivea esfoliante facial;BRL;70;-40%;-57%;Alto;100;0,37;1,6;;;;;;90;90;90;90;70;70;90;50;70;50;50;30
gel esfoliante nívea;BRL;590;-18%;-41%;Alto;100;0,33;1,11;;;;;;880;720;590;480;590;590;590;590;480;720;590;590
creme esfoliante rosto;BRL;390;-18%;-18%;Alto;100;0,7;2,01;;;;;;390;320;390;390;320;480;390;390;320;390;390;320
esfoliação corporal profissional;BRL;480;50%;-19%;Alto;100;0,61;2,51;;;;;;590;590;390;480;480;480;390;390;390;320;390;480
produto esfoliante;BRL;50;0%;-29%;Alto;100;0,58;1,95;;;;;;50;50;40;50;50;30;50;40;40;50;50;50
esfoliador corporal;BRL;50;0%;0%;Alto;100;0,7;2,51;;;;;;40;50;40;50;40;70;40;70;30;50;40;50
loja de sais de banho;BRL;50;-20%;33%;Alto;100;0,37;0,9;;;;;;50;50;70;50;40;30;30;70;70;50;40;40
hidratante esfoliante corporal;BRL;30;0%;0%;Alto;100;0,96;2,84;;;;;;30;20;20;20;30;20;20;20;20;40;30;40
sais de banhos;BRL;12100;0%;-18%;Alto;100;0,34;1,15;;;;;;9900;9900;12100;12100;9900;12100;12100;14800;12100;9900;9900;9900
produtos para esfoliação corporal;BRL;30;67%;0%;Alto;100;0,43;2,16;;;;;;30;30;20;20;20;20;20;30;40;30;40;50
sabonete de esfoliação;BRL;70;-43%;-64%;Alto;100;0,69;3,15;;;;;;70;70;70;70;70;90;90;90;40;70;50;40
sabonete espuma para mãos;BRL;40;0%;-43%;Alto;100;0,49;4,83;;;;;;30;70;40;30;30;50;40;40;40;40;20;40
esfoliante vegano;BRL;260;-34%;-34%;Alto;100;0,55;2,39;;;;;;320;260;210;210;170;260;320;320;320;320;210;210
sais minerais banho;BRL;20;-50%;-50%;Alto;100;;;;;;;;20;20;20;20;10;20;10;20;10;20;20;10
banho com sais minerais;BRL;10;0%;0%;Alto;100;;;;;;;;10;10;20;20;10;20;10;10;10;10;20;10
esfoliante corporal manipulado;BRL;20;100%;100%;Alto;100;0,85;2,53;;;;;;20;10;10;30;20;10;20;30;20;10;20;20
sabonete para esfoliar a pele;BRL;40;-29%;0%;Alto;99;0,73;1,79;;;;;;40;40;50;40;30;30;40;50;40;70;50;50
sais para escalda pés comprar;BRL;30;-33%;0%;Alto;100;0,17;0,43;;;;;;20;20;30;50;20;30;30;30;30;30;20;20
creme esfoliante facial;BRL;140;27%;0%;Alto;100;1,02;2,21;;;;;;140;140;110;110;140;170;110;110;110;110;170;140
banho de sais minerais;BRL;50;-20%;0%;Alto;97;;;;;;;;40;40;50;50;50;40;40;20;40;50;90;40
esfoliantes veganos;BRL;260;-34%;-34%;Alto;100;0,55;2,39;;;;;;320;260;210;210;170;260;320;320;320;320;210;210
gel esfoliante dermachem;BRL;720;-19%;-52%;Alto;100;0,49;1,42;;;;;;880;880;880;880;720;880;720;720;590;590;590;480
esfoliante facial dermachem;BRL;50;25%;25%;Alto;99;;;;;;;;50;40;40;50;50;70;40;50;50;40;50;50
creme facial esfoliante;BRL;30;0%;-50%;Alto;100;0,77;2,21;;;;;;30;50;20;20;30;40;30;50;20;20;50;20
gel esfoliante nivea preço;BRL;10;0%;-67%;Alto;79;0,26;0,83;;;;;;30;30;20;10;10;10;10;10;10;10;10;10
gel esfoliante hinode;BRL;140;-18%;-57%;Alto;100;0,38;1,11;;;;;;260;210;210;170;140;140;140;110;70;110;90;90
loja sais de banho;BRL;20;0%;200%;Alto;100;0,43;1,32;;;;;;10;20;70;20;10;30;20;20;20;30;30;30
comprar sais de banho;BRL;110;27%;56%;Alto;100;0,44;1,37;;;;;;170;110;110;110;70;90;140;110;140;110;90;140
esfoliante corporal beneficios;BRL;480;0%;-19%;Médio;38;0,36;2,34;;;;;;480;480;480;480;590;480;480;390;390;390;480;390
esfoliação corporal benefícios;BRL;480;0%;-19%;Médio;38;0,36;2,34;;;;;;480;480;480;480;590;480;480;390;390;390;480;390
sais de banho natural;BRL;70;40%;40%;Alto;100;0,43;1,42;;;;;;70;70;90;70;70;90;110;90;50;50;50;70
o esfoliante;BRL;40;25%;-29%;Alto;70;;;;;;;;70;40;30;10;20;30;50;30;40;40;50;50
quais os beneficios da esfoliação corporal;BRL;20;100%;300%;Baixo;31;0,35;2,33;;;;;;20;10;20;20;20;20;10;20;20;20;20;40
beneficios da esfoliação corporal;BRL;480;23%;51%;Médio;36;0,35;2,5;;;;;;390;390;320;480;480;590;480;480;480;480;480;590
esfoliante vegano para o rosto;BRL;70;33%;-43%;Alto;100;0,75;1,94;;;;;;70;70;40;50;50;70;110;90;20;30;50;40
beneficios da esfoliacao corporal;BRL;480;23%;51%;Médio;36;0,35;2,5;;;;;;390;390;320;480;480;590;480;480;480;480;480;590
benefícios do esfoliante corporal;BRL;30;-20%;100%;Alto;93;0,35;2,51;;;;;;10;10;10;20;40;30;50;40;40;50;50;40
brilho corporal;BRL;260;84%;247%;Alto;100;0,26;1,23;;;;;;210;260;320;320;210;170;170;110;170;320;320;590
esfoliante corporal serve para que;BRL;20;50%;200%;Baixo;31;0,34;2,16;;;;;;10;10;30;20;20;20;20;20;20;20;20;30
benefícios da esfoliação corporal;BRL;480;23%;51%;Médio;36;0,35;2,5;;;;;;390;390;320;480;480;590;480;480;480;480;480;590
sabonete esfoliante pro rosto;BRL;30;0%;-25%;Alto;100;0,92;3,09;;;;;;20;30;20;20;20;40;30;30;40;30;40;30
esfoliante limpeza profunda;BRL;30;-29%;150%;Alto;100;0,68;1,94;;;;;;30;30;30;40;40;10;30;30;30;70;30;50
sais para chuveiro;BRL;70;-25%;-40%;Alto;100;0,27;0,54;;;;;;70;70;90;50;30;50;90;50;70;40;70;30
sais de banho no chuveiro;BRL;50;0%;-20%;Alto;100;0,31;1,49;;;;;;50;40;110;50;40;40;50;50;50;40;40;40
sais de banho chuveiro;BRL;110;22%;0%;Alto;100;0,22;0,66;;;;;;110;140;170;90;110;140;170;140;140;90;90;110
sais escalda pés;BRL;90;-22%;75%;Alto;100;0,24;0,67;;;;;;70;70;90;70;70;50;140;90;70;90;90;70
dermachem gel esfoliante;BRL;90;-29%;-71%;Alto;100;0,34;0,73;;;;;;140;110;110;110;90;90;140;110;70;70;70;50
sabonete esfoliante corporal;BRL;1600;19%;90%;Alto;100;0,73;2,99;;;;;;1300;1300;1600;1600;1600;1900;1900;1600;1600;1600;1600;1900
sais de banheira;BRL;480;-36%;-88%;Alto;100;0,32;0,88;;;;;;720;590;480;590;590;720;720;880;170;140;90;90
sais para banheira;BRL;880;0%;-12%;Alto;100;0,29;1;;;;;;880;720;880;880;720;1000;880;1000;1000;880;880;880
melhor sabonete esfoliante;BRL;30;0%;-33%;Alto;100;0,55;1,43;;;;;;30;30;20;30;30;30;20;30;20;20;30;20
sais de banho para chuveiro como usar;BRL;20;100%;100%;Alto;90;;;;;;;;10;10;20;10;30;20;30;30;20;10;10;20
sais de escalda pés;BRL;30;100%;0%;Alto;100;0,31;0,7;;;;;;20;30;40;50;40;20;40;40;30;20;40;40
hidratante;BRL;90500;-18%;-18%;Alto;99;0,92;3,92;;;;;;90500;74000;74000;74000;74000;90500;90500;90500;74000;90500;90500;74000
sabonete corporal esfoliante;BRL;140;0%;-21%;Alto;100;0,72;2,52;;;;;;110;140;140;110;110;140;170;140;90;110;140;110
sabonete facial esfoliante;BRL;390;-18%;-18%;Alto;100;0,96;5,31;;;;;;320;320;320;320;260;390;390;390;390;390;320;320
comprar esfoliante corporal;BRL;30;-50%;-50%;Alto;100;1,01;3,01;;;;;;50;30;50;40;20;30;50;20;20;20;20;10
esfoliante corporal preço;BRL;170;0%;-46%;Alto;100;0,68;2,33;;;;;;320;210;170;210;210;170;140;210;140;140;170;140
sais de banho banheira;BRL;140;0%;-19%;Alto;100;0,4;1,38;;;;;;170;110;140;110;110;140;170;170;170;170;140;170
sal banho;BRL;30;0%;0%;Alto;100;0,33;0,87;;;;;;10;10;20;40;20;30;40;20;40;20;30;20
sais minerais para banho;BRL;30;50%;-40%;Alto;100;0,18;0,55;;;;;;40;20;50;40;30;40;30;40;30;20;30;30
esfoliante facial hinode;BRL;110;-22%;-67%;Alto;100;0,29;1,21;;;;;;170;110;110;140;140;170;140;110;110;90;90;70
receita vela de massagem;BRL;30;0%;200%;Alto;87;;;;;;;;10;20;20;10;20;20;30;70;40;30;30;30
sabonete esfoliante vegano;BRL;20;-50%;-67%;Alto;100;0,56;1,78;;;;;;20;20;20;10;20;30;50;30;20;20;20;10
esfoliante suave;BRL;40;100%;0%;Alto;100;0,68;3,06;;;;;;30;30;40;40;40;50;50;30;40;20;30;40
creme esfoliante corporal;BRL;1300;23%;23%;Alto;100;0,85;2,33;;;;;;1300;1300;1300;1600;1300;1600;1300;1300;1300;1300;1900;1600
sais de chuveiro;BRL;170;55%;0%;Alto;100;0,2;0,69;;;;;;170;210;170;170;140;140;210;210;170;110;140;170
esfoliante corporal comprar;BRL;20;100%;0%;Alto;100;0,74;3,01;;;;;;40;20;20;20;30;10;10;10;10;10;10;20
sabonete esfoliante corpo;BRL;70;80%;-18%;Alto;100;0,73;2,53;;;;;;110;90;70;50;50;50;50;70;50;50;70;90
sabonete esfoliante nivea;BRL;390;0%;0%;Alto;100;0,43;2,1;;;;;;390;390;320;390;390;590;390;390;320;390;390;390
receita de velas para massagens;BRL;30;-33%;-33%;Alto;89;;;;;;;;30;20;10;20;20;20;40;70;50;30;30;20
sais para banho banheira;BRL;50;-33%;-82%;Alto;100;0,34;1,53;;;;;;90;70;70;70;70;70;50;30;30;30;20;20
sais de banho para banheira;BRL;170;0%;0%;Alto;100;0,35;1,2;;;;;;170;170;170;170;210;260;210;210;170;170;140;170
sabão esfoliante;BRL;70;80%;0%;Alto;100;0,66;3,02;;;;;;70;70;70;90;70;70;90;90;70;50;90;90
