Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
cosmetics curitiba;BRL;1600;0%;-32%;Médio;49;0,71;2,36;;;;;;1600;1300;1900;1600;1300;1900;1600;1600;1600;1300;1600;1300
cosmetics site;BRL;50;0%;25%;Alto;100;0,45;1,68;;;;;;50;70;70;40;30;40;50;40;40;50;50;50
cosmética brasil;BRL;590;0%;22%;Alto;77;0,42;1,86;;;;;;590;720;590;480;390;480;590;720;720;720;880;720
cosmética online;BRL;30;-50%;-50%;Alto;100;1;5,23;;;;;;20;40;30;20;30;30;30;30;30;20;30;10
cosmético natural;BRL;590;22%;0%;Alto;100;0,96;2,43;;;;;;720;720;480;590;480;720;720;720;480;590;590;720
cosméticos artesanais;BRL;1000;-45%;0%;Alto;100;0,77;1,58;;;;;;720;880;720;720;1000;1900;1600;1600;1300;1300;880;720
cosméticos cabelo;BRL;260;-19%;-47%;Alto;100;0,8;2,55;;;;;;390;320;260;260;260;260;210;210;170;210;170;170
cosméticos curitiba centro;BRL;90;57%;22%;Baixo;26;0,6;2,1;;;;;;140;90;170;70;50;90;110;50;110;70;70;110
cosméticos da natura;BRL;70;-56%;-20%;Alto;100;0,41;1,47;;;;;;70;70;50;50;50;50;70;50;70;90;50;40
cosméticos em londrina;BRL;50;40%;133%;Médio;48;0,67;1,91;;;;;;50;50;90;50;20;40;50;30;30;50;30;70
cosméticos naturais;BRL;5400;0%;-18%;Alto;100;0,92;2,26;;;;;;6600;6600;5400;5400;5400;6600;6600;6600;6600;5400;5400;5400
cosméticos naturais anvisa;BRL;20;0%;-80%;Baixo;29;;;;;;;;30;30;10;20;20;20;20;10;10;10;10;10
cosméticos naturais e artesanais;BRL;30;0%;100%;Alto;98;0,65;1,67;;;;;;10;10;10;50;40;40;40;40;20;20;30;20
cosméticos naturais e orgânicos;BRL;30;67%;25%;Alto;100;0,79;2,2;;;;;;30;30;20;20;20;20;20;30;40;30;40;50
cosméticos naturais e orgânicos para revenda;BRL;110;27%;0%;Alto;100;0,7;1,78;;;;;;140;110;70;90;90;110;110;110;110;110;90;140
cosméticos naturais e veganos;BRL;110;29%;-36%;Alto;100;0,9;2,29;;;;;;110;170;70;140;170;90;140;110;110;70;110;90
cosméticos naturais marcas;BRL;70;0%;-22%;Alto;100;0,67;2,02;;;;;;90;70;70;90;50;110;90;70;110;70;50;70
cosméticos naturais orgânicos e veganos;BRL;20;200%;0%;Alto;100;0,79;3,04;;;;;;20;20;10;10;10;50;20;20;20;10;20;30
cosméticos naturais para cabelos;BRL;70;-44%;-29%;Alto;100;0,74;2,02;;;;;;90;70;50;90;70;70;90;50;70;90;70;50
cosméticos naturais para o rosto;BRL;50;40%;75%;Alto;100;0,65;2,1;;;;;;50;30;20;50;20;50;70;90;70;50;90;70
cosméticos naturais para revenda;BRL;320;-19%;-19%;Alto;100;0,66;1,45;;;;;;210;210;260;390;390;390;390;260;260;260;210;210
cosméticos naturais veganos;BRL;50;25%;25%;Alto;100;0,93;2,12;;;;;;50;40;40;50;40;50;70;40;70;40;50;50
cosméticos natureza;BRL;70;29%;29%;Alto;99;0,27;6,14;;;;;;70;90;50;50;40;50;50;70;90;70;70;90
cosméticos orgânicos e naturais;BRL;40;-67%;-75%;Alto;100;0,92;2,18;;;;;;40;40;30;10;40;50;40;50;50;30;20;10
cosméticos orgânicos para revenda;BRL;40;0%;0%;Alto;100;0,61;1,02;;;;;;20;30;40;40;50;30;50;30;40;40;30;40
cosméticos para;BRL;10;100%;100%;Alto;94;;;;;;;;10;20;10;10;10;10;10;10;10;10;10;20
cosméticos para vender;BRL;50;-60%;-71%;Alto;100;0,62;2,54;;;;;;40;30;40;40;50;70;70;70;70;50;20;20
cosméticos são paulo;BRL;50;100%;367%;Baixo;24;0,77;1,72;;;;;;50;50;30;30;30;30;40;30;50;70;90;140
cosméticos telefone;BRL;30;-67%;-50%;Baixo;9;;;;;;;;20;30;30;20;20;30;30;40;30;30;20;10
cosméticos veganos curitiba;BRL;20;50%;50%;Alto;99;0,81;2,58;;;;;;30;10;10;70;20;10;30;10;10;20;10;30
cosméticos veganos e naturais;BRL;20;-50%;-67%;Alto;100;0,83;1,66;;;;;;10;30;20;20;20;20;40;20;20;20;20;10
cosméticos veganos marcas;BRL;210;24%;189%;Alto;100;0,67;2,07;;;;;;140;110;110;170;170;210;590;320;210;210;260;260
cosméticos veganos revenda;BRL;20;-50%;-86%;Alto;100;;;;;;;;30;20;20;20;20;40;40;10;30;20;20;10
cosmétics;BRL;90;89%;89%;Médio;36;1;5,86;;;;;;50;70;50;90;70;90;90;110;70;90;110;170
creme hidratante vegano;BRL;210;-19%;24%;Alto;100;0,83;2,75;;;;;;210;170;170;140;140;170;320;320;210;260;210;210
cremes artesanais;BRL;90;-22%;0%;Alto;100;0,49;1,58;;;;;;50;70;50;90;50;70;110;110;70;90;110;70
cremes naturais;BRL;70;25%;-44%;Alto;100;0,49;1,38;;;;;;90;70;50;70;40;90;70;70;70;40;50;50
cremes para skin care;BRL;210;24%;24%;Alto;99;0,73;1,77;;;;;;170;260;210;260;170;260;260;210;210;170;170;210
cremes veganos;BRL;720;0%;0%;Alto;100;0,39;1,39;;;;;;720;880;880;590;480;720;880;880;720;720;720;720
cremes veganos para cabelo;BRL;260;-19%;24%;Alto;100;0,43;1,23;;;;;;170;260;260;210;170;210;320;320;260;260;210;210
de cosmeticos;BRL;260;-34%;-56%;Alto;75;0,6;2,41;;;;;;320;260;320;260;260;320;260;260;210;320;260;210
de cosmético;BRL;260;-34%;-56%;Alto;75;0,6;2,41;;;;;;320;260;320;260;260;320;260;260;210;320;260;210
do cosméticos;BRL;70;-40%;-67%;Alto;100;0,9;3,88;;;;;;90;90;70;50;50;50;90;50;70;50;90;30
e cosmetica;BRL;10;100%;100%;Médio;55;0,53;2,57;;;;;;10;10;20;30;10;10;20;10;10;10;10;20
e cosméticos;BRL;720;-18%;0%;Alto;100;0,71;3;;;;;;590;720;720;590;590;590;590;720;720;720;720;590
e cosméticos produtos;BRL;70;40%;-22%;Alto;100;0,67;1,57;;;;;;70;110;70;40;30;30;90;50;70;50;50;70
eco cosmeticos;BRL;880;0%;0%;Alto;100;0,44;1,1;;;;;;880;880;880;720;880;880;880;880;880;880;880;880
ecommerce cosmeticos;BRL;70;-29%;-29%;Alto;93;0,87;4,93;;;;;;70;70;70;70;70;110;90;70;40;70;50;50
ecos cosmeticos;BRL;880;0%;0%;Alto;100;0,44;1,1;;;;;;880;880;880;720;880;880;880;880;880;880;880;880
ecos cosmetics;BRL;720;-18%;0%;Alto;100;0,71;3;;;;;;590;720;720;590;590;590;590;720;720;720;720;590
ecos produtos;BRL;90;0%;-36%;Alto;97;0,59;4,5;;;;;;90;90;90;70;70;90;90;90;90;90;70;90
empresa de cosmetico;BRL;1000;0%;0%;Baixo;33;0,62;1,5;;;;;;1000;1300;720;1000;1300;1300;1300;1300;1300;1000;1300;1000
empresa de cosmeticos veganos;BRL;20;0%;0%;Alto;100;0,69;1,8;;;;;;30;10;10;10;10;30;30;10;20;10;20;10
empresa de cosméticos naturais;BRL;90;80%;-18%;Alto;88;0,75;2,06;;;;;;140;70;50;90;70;110;110;70;110;50;90;90
empresas de cosmeticos brasil;BRL;90;-18%;-47%;Baixo;23;0,45;2,21;;;;;;140;90;50;40;110;90;170;90;90;110;110;90
empresas de cosméticos em são paulo;BRL;110;27%;-18%;Médio;47;0,67;1,67;;;;;;110;50;50;50;390;110;70;70;70;110;170;140
empresas de cosméticos no brasil;BRL;110;29%;-47%;Médio;41;0,49;1,39;;;;;;170;140;70;70;210;110;140;70;70;70;110;90
essencias veganas;BRL;20;50%;50%;Alto;100;0,49;1,23;;;;;;20;20;10;20;30;20;30;20;20;20;20;30
essência cosmeticos;BRL;590;-34%;-34%;Alto;100;0,37;0,97;;;;;;480;590;590;590;590;590;590;590;590;590;590;390
fabrica cosmeticos;BRL;260;0%;50%;Médio;49;0,62;1,5;;;;;;260;210;170;170;210;170;170;260;260;390;260;390
fabrica de cosmeticos;BRL;2400;0%;-21%;Alto;83;0,66;1,75;;;;;;2900;2400;1900;2400;2900;2900;2400;2400;2400;1900;2400;1900
fabrica de cosmeticos em curitiba;BRL;70;25%;-71%;Alto;100;0,66;1,78;;;;;;30;70;50;110;40;50;110;70;50;40;70;50
fabrica de cosmeticos naturais;BRL;90;29%;0%;Alto;100;0,71;1,89;;;;;;50;90;50;90;110;90;90;70;90;70;70;90
fabrica de cosmeticos sao paulo;BRL;170;-33%;100%;Alto;81;0,63;1,71;;;;;;170;140;110;110;110;390;110;170;170;210;90;140
fabrica de cosméticos em sp;BRL;90;250%;0%;Alto;77;0,65;1,63;;;;;;70;50;40;70;70;170;70;140;50;40;70;140
fornecedor de cosmeticos naturais;BRL;140;0%;0%;Alto;100;0,78;1,86;;;;;;140;110;110;140;110;170;170;170;140;140;140;140
fornecedores para loja de cosméticos;BRL;30;67%;67%;Alto;100;0,47;1,58;;;;;;10;20;20;20;30;30;30;20;30;30;30;50
franquia cosmetico;BRL;390;0%;22%;Alto;74;0,91;4,4;;;;;;390;320;390;480;390;320;320;320;390;390;390;390
franquia cosmeticos;BRL;390;0%;22%;Alto;74;0,91;4,4;;;;;;390;320;390;480;390;320;320;320;390;390;390;390
franquia cosméticos naturais;BRL;50;50%;-57%;Alto;83;0,86;2,81;;;;;;110;90;40;50;50;40;40;40;20;20;20;30
franquia de cosméticos;BRL;720;0%;-18%;Alto;75;0,95;4,54;;;;;;880;720;720;880;720;590;720;720;720;720;880;720
franquia de cosméticos naturais;BRL;110;0%;57%;Alto;86;0,85;2,47;;;;;;70;110;90;110;90;110;140;110;110;110;110;110
franquia de cosméticos veganos;BRL;30;0%;-33%;Alto;79;0,76;1,84;;;;;;30;40;30;30;50;20;20;40;30;20;30;20
franquia de loja de cosmeticos;BRL;140;0%;-35%;Alto;74;1,04;5,15;;;;;;210;170;140;170;110;110;140;140;110;110;110;110
franquia de sabonetes naturais;BRL;20;0%;0%;Alto;100;0,76;1,88;;;;;;20;20;20;20;30;30;30;20;10;10;20;10
franquia loja de cosmeticos;BRL;50;25%;25%;Alto;74;0,87;4,99;;;;;;50;50;40;50;50;50;30;40;50;40;50;50
franquia produtos veganos;BRL;30;-33%;0%;Alto;100;0,74;3,08;;;;;;20;20;30;20;20;30;20;30;30;30;20;20
green cosmeticos;BRL;50;80%;200%;Alto;83;0,54;1,6;;;;;;50;40;30;30;40;50;50;40;50;50;50;90
hidratante em serum;BRL;40;0%;0%;Alto;100;1,31;3,31;;;;;;30;30;20;40;30;40;30;50;50;40;40;40
hidratante facial natural;BRL;320;-19%;-19%;Alto;100;1,04;2,65;;;;;;260;390;260;210;260;260;320;390;320;320;480;260
hidratante organico;BRL;90;-35%;0%;Alto;100;0,8;2,6;;;;;;90;140;70;70;70;70;90;110;140;170;70;110
hidratante orgânico;BRL;140;0%;-33%;Alto;100;0,77;2,75;;;;;;210;210;170;110;110;140;110;140;140;140;140;140
hidratante serum;BRL;210;0%;24%;Alto;100;1,17;3,13;;;;;;210;170;140;170;140;170;260;210;170;260;260;260
hidratantes veganos;BRL;210;-33%;-33%;Alto;100;0,74;2,77;;;;;;210;170;140;140;140;170;390;320;210;210;210;140
linha vegana;BRL;320;0%;-19%;Alto;100;0,49;2,02;;;;;;320;320;260;260;260;320;320;320;320;260;260;260
linhas veganas;BRL;40;25%;67%;Alto;96;0,38;3,12;;;;;;30;20;20;20;40;30;90;70;30;40;40;50
logo cosmeticos;BRL;2900;-19%;0%;Baixo;12;0,32;2,13;;;;;;2400;2400;1900;2400;2400;3600;3600;3600;2900;3600;3600;2900
logo de cosmetico;BRL;720;-18%;-33%;Baixo;17;0,16;1,42;;;;;;720;590;480;590;480;720;720;880;720;720;720;590
logo de loja de cosmeticos;BRL;260;-19%;24%;Baixo;24;0,47;1,96;;;;;;260;210;170;260;170;210;260;390;320;320;320;260
logo loja cosmeticos;BRL;90;0%;0%;Baixo;19;1,01;1,86;;;;;;70;110;70;110;90;110;90;90;50;70;30;70
logo loja de cosmeticos;BRL;320;-19%;22%;Baixo;17;1,05;3,49;;;;;;260;320;260;260;320;390;390;390;320;480;390;390
logo marca de cosmeticos;BRL;90;0%;-36%;Médio;36;0,38;2,64;;;;;;110;110;70;70;90;70;110;90;90;90;70;90
logo para cosméticos;BRL;260;-18%;-18%;Médio;49;0,16;1,78;;;;;;260;260;170;210;140;320;320;320;320;390;320;320
loja a natural;BRL;10;0%;0%;Alto;100;1;3,31;;;;;;20;40;10;20;10;10;10;10;10;10;10;10
loja cosmetica;BRL;6600;22%;0%;Alto;100;0,97;3,97;;;;;;6600;6600;6600;5400;5400;5400;6600;6600;5400;5400;5400;6600
loja cosmetica online;BRL;390;0%;-46%;Alto;100;0,95;4,2;;;;;;590;480;480;390;390;480;390;390;260;320;260;320
loja cosmeticos brasilia;BRL;50;-64%;33%;Alto;72;0,42;1,62;;;;;;40;50;70;40;70;40;30;40;30;110;30;40
loja cosmeticos centro;BRL;70;0%;-22%;Baixo;16;0,7;4,19;;;;;;110;70;70;40;70;90;70;90;90;70;90;70
loja cosmeticos curitiba;BRL;390;22%;-19%;Médio;38;0,62;1,94;;;;;;390;590;390;390;320;320;320;390;320;320;390;390
loja cosmeticos londrina;BRL;70;40%;-36%;Médio;55;0,46;1,67;;;;;;70;70;90;50;50;50;90;50;50;50;50;70
loja cosmeticos naturais;BRL;110;57%;-48%;Alto;100;0,87;2,08;;;;;;110;140;140;140;110;140;140;110;110;70;110;110
loja cosmeticos sao paulo;BRL;50;0%;-57%;Alto;76;0,79;2,43;;;;;;70;90;50;50;70;50;50;40;50;30;50;30
loja cosmeticos sp;BRL;40;100%;-33%;Alto;100;0,9;4,51;;;;;;50;30;40;30;50;20;50;40;40;10;30;20
loja cosmeticos veganos;BRL;20;0%;-67%;Alto;91;0,92;2,03;;;;;;20;20;50;20;10;40;30;20;20;10;20;10
loja cosmetics;BRL;6600;22%;0%;Alto;100;0,97;3,97;;;;;;6600;6600;6600;5400;5400;5400;6600;6600;5400;5400;5400;6600
loja creme;BRL;40;-20%;0%;Alto;87;0,66;2,8;;;;;;40;50;50;30;40;50;30;30;40;50;40;40
loja da beleza cosmeticos;BRL;50;0%;67%;Alto;100;0,57;1,68;;;;;;30;50;30;50;70;30;50;50;70;50;50;50
loja de beleza;BRL;590;0%;-18%;Alto;100;0,85;2,78;;;;;;720;720;590;590;480;590;590;590;590;590;720;590
loja de beleza online;BRL;70;-29%;0%;Alto;100;1,02;6,83;;;;;;50;70;70;70;70;70;70;50;40;70;70;50
loja de cos;BRL;33100;0%;-18%;Alto;94;0,86;3,18;;;;;;33100;33100;33100;27100;27100;27100;27100;33100;27100;27100;33100;27100
loja de cosmetica;BRL;33100;0%;-18%;Alto;94;0,86;3,18;;;;;;33100;33100;33100;27100;27100;27100;27100;33100;27100;27100;33100;27100
loja de cosmetico centro;BRL;170;24%;50%;Baixo;13;0,84;5,04;;;;;;140;140;170;90;140;90;140;210;210;170;210;210
loja de cosmetico curitiba;BRL;720;14%;108%;Baixo;29;0,63;1,65;;;;;;390;390;390;390;480;590;880;880;720;880;880;1000
loja de cosmetico online;BRL;1900;30%;-55%;Alto;100;0,86;3,4;;;;;;2400;2400;1900;1900;1900;2900;1900;1300;1300;1000;1300;1300
loja de cosmeticos a venda;BRL;50;-40%;-25%;Alto;77;0,69;2,65;;;;;;70;40;50;70;40;40;40;30;50;50;70;30
loja de cosmeticos brasilia;BRL;110;-18%;0%;Médio;63;0,49;1,46;;;;;;140;140;90;70;110;170;140;110;110;110;90;90
loja de cosmeticos em curitiba;BRL;880;-33%;-75%;Médio;46;0,63;1,36;;;;;;1000;1000;1300;1000;1000;880;590;590;590;480;390;320
loja de cosmeticos em londrina;BRL;210;0%;-56%;Médio;51;0,46;1,64;;;;;;320;320;320;260;260;260;170;210;140;170;210;170
loja de cosmeticos em sao paulo;BRL;170;0%;-33%;Alto;88;0,79;2,15;;;;;;140;170;90;210;90;170;110;390;140;140;170;140
loja de cosmeticos em sp;BRL;170;0%;-21%;Alto;100;0,84;2,97;;;;;;210;210;140;210;170;210;170;140;210;110;140;110
loja de cosmeticos logo;BRL;260;-19%;∞;Baixo;7;;;;;;;;390;320;260;260;260;320;260;210;260;320;260;260
loja de cosmeticos londrina;BRL;110;21%;143%;Médio;37;0,72;2,37;;;;;;70;70;50;70;40;90;140;210;140;140;170;170
loja de cosmeticos naturais;BRL;320;50%;-19%;Alto;100;0,84;2,14;;;;;;320;390;390;390;260;390;480;480;390;260;260;390
loja de cosmeticos no centro;BRL;140;0%;-21%;Baixo;27;0,72;3,03;;;;;;110;170;210;110;90;90;110;140;110;110;140;110
loja de cosmeticos sao paulo;BRL;70;125%;0%;Médio;40;0,8;2,02;;;;;;90;90;170;50;50;90;70;50;90;40;50;90
loja de cosmeticos sp;BRL;70;125%;29%;Médio;43;0,81;3,54;;;;;;90;90;40;90;50;110;70;50;30;40;70;90
loja de cosmeticos são paulo;BRL;260;22%;333%;Alto;68;0,91;2,29;;;;;;90;50;70;50;70;90;320;390;390;320;880;390
loja de cosmeticos veganos;BRL;90;0%;-36%;Alto;100;0,75;2,09;;;;;;140;110;70;110;70;70;110;90;70;70;90;70
loja de cosmético em são paulo;BRL;140;86%;53%;Médio;41;0,8;2,33;;;;;;140;110;110;140;110;140;110;140;140;140;170;260
loja de cosmético no brás;BRL;210;24%;-34%;Médio;54;0,44;1,14;;;;;;260;320;210;210;210;90;110;140;140;170;170;210
loja de cosméticos em curitiba centro;BRL;50;57%;22%;Baixo;20;0,53;1,24;;;;;;70;50;70;70;20;10;40;20;40;70;40;110
loja de cosméticos para cabelo;BRL;40;33%;-43%;Alto;100;0,69;2,38;;;;;;50;30;50;50;30;40;50;30;40;30;50;40
loja de cosméticos para revenda;BRL;30;-33%;0%;Alto;100;0,54;1,43;;;;;;10;40;40;30;30;20;30;30;30;30;20;20
