Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
simple organic maquiagem;BRL;50;-44%;0%;Alto;100;0,81;2,97;;;;;;50;50;50;50;40;30;90;70;50;90;50;50
simple organic cosmeticos;BRL;40;-50%;-71%;Alto;100;1,57;10,27;;;;;;40;50;50;30;30;40;40;40;20;40;30;20
serum niacinamida simple organic;BRL;30;0%;-60%;Alto;100;1,7;4,27;;;;;;20;70;40;40;10;30;30;10;20;20;20;20
simple organic curitiba;BRL;210;-19%;0%;Alto;100;0,65;2,4;;;;;;170;260;260;110;140;110;210;260;170;210;320;170
simple organic florianopolis;BRL;40;25%;150%;Alto;100;2,01;6,94;;;;;;20;40;40;30;50;40;30;50;40;40;70;50
serum vitamina c simple organic;BRL;30;-50%;-80%;Alto;100;1,86;3,02;;;;;;20;30;20;20;20;50;50;40;30;20;30;10
simple organic beauty;BRL;210;0%;24%;Alto;100;0,58;3,12;;;;;;140;170;260;170;140;210;210;260;260;260;260;260
simple organic vitamina c;BRL;590;0%;84%;Alto;100;0,95;3,4;;;;;;260;320;480;480;320;1300;720;590;480;590;590;590
simple organic balm de olhos;BRL;70;22%;0%;Alto;100;0,8;3,38;;;;;;70;70;30;50;50;70;70;90;90;90;170;110
simple organic brasilia;BRL;40;-29%;150%;Alto;100;1,83;3,86;;;;;;20;20;30;40;20;20;40;40;40;70;70;50
simple organic lojas;BRL;90;21%;143%;Alto;95;1,43;4,49;;;;;;70;70;90;50;70;50;50;110;110;140;110;170
simple organic sao paulo;BRL;50;40%;133%;Alto;73;1,88;4,19;;;;;;90;40;40;40;40;20;50;70;90;50;40;70
loja simple organic;BRL;50;29%;200%;Alto;100;1,03;3,18;;;;;;40;50;40;40;40;30;40;50;50;70;90;90
retinol like;BRL;320;0%;129%;Alto;100;0,98;3,78;;;;;;110;590;320;140;170;390;320;320;390;390;390;390
simple organic leblon;BRL;90;0%;29%;Alto;100;0,99;3,82;;;;;;90;110;70;70;50;50;110;70;110;90;110;90
ácido hialurônico simple organic;BRL;40;25%;0%;Alto;100;2,09;3,93;;;;;;20;40;30;30;40;40;50;30;30;40;40;50
balm olhos simple organic;BRL;90;27%;180%;Alto;100;1,23;3,74;;;;;;40;70;50;50;70;50;90;90;90;110;170;140
balm de olhos simple organic;BRL;140;50%;91%;Alto;100;1,09;3,58;;;;;;70;70;70;110;90;90;110;140;140;140;390;210
vitamina c simple organic;BRL;590;0%;23%;Alto;100;0,8;3,25;;;;;;320;320;1300;1000;390;880;880;590;480;480;480;480
vitamina c organic;BRL;20;0%;0%;Alto;100;0,59;3,42;;;;;;10;10;20;20;10;30;10;20;10;20;30;20
oleo de rosa mosqueta simple organic;BRL;90;-57%;29%;Alto;100;0,67;3,24;;;;;;70;50;70;50;50;50;140;90;50;210;140;90
blur effect primer;BRL;20;0%;-50%;Alto;100;0,74;1,76;;;;;;20;30;30;40;40;40;10;20;20;10;10;10
primer simple organic;BRL;110;-48%;-21%;Alto;100;0,76;4,32;;;;;;70;140;140;140;90;110;90;110;110;210;140;110
simple organic cb2;BRL;50;0%;∞;Alto;100;1,36;5,48;;;;;;0;0;0;50;10;70;110;110;70;50;50;50
simple organic primer;BRL;40;0%;33%;Alto;100;1,19;4,16;;;;;;30;50;50;40;30;40;50;30;50;40;50;40
simple organic hidratante;BRL;50;0%;250%;Alto;100;2,17;3,24;;;;;;20;20;30;30;40;50;70;50;50;70;50;70
simple organic bh;BRL;70;75%;-59%;Alto;100;0,93;4,77;;;;;;140;110;70;50;70;50;50;50;30;40;70;70
hidratante simple organic;BRL;90;-33%;250%;Alto;100;1,68;3;;;;;;40;70;70;50;40;70;90;90;90;210;110;140
base simple organic;BRL;140;0%;-33%;Alto;100;0,89;2,69;;;;;;140;170;110;140;140;140;210;140;110;140;110;140
simple organic serum;BRL;40;0%;0%;Alto;100;1,34;2,62;;;;;;20;40;20;20;30;40;70;30;30;40;40;40
ácido glicólico simple organic;BRL;90;89%;21%;Alto;100;1,31;3,45;;;;;;70;90;70;70;50;90;110;90;70;90;90;170
serum simple organic;BRL;90;0%;100%;Alto;100;1,45;3,11;;;;;;70;50;90;70;50;110;70;90;90;140;110;140
simple organic base;BRL;50;0%;0%;Alto;100;1,75;6,51;;;;;;50;40;50;40;50;50;70;70;50;50;70;50
rosa mosqueta simple organic;BRL;50;-29%;67%;Alto;100;0,77;3,28;;;;;;30;40;40;40;40;40;70;50;70;70;50;50
primer blur effect;BRL;40;40%;250%;Alto;100;0,56;2,34;;;;;;20;30;30;40;50;30;30;50;40;50;30;70
simple organic resenha;BRL;320;0%;22%;Alto;100;2,08;3,87;;;;;;260;320;320;210;170;320;320;320;320;390;320;390
retinol like simple organic resenha;BRL;110;-36%;80%;Alto;100;2,21;4,45;;;;;;70;90;110;50;70;140;110;170;110;140;140;90
óleo de copaíba para acne;BRL;20;-50%;-67%;Alto;85;;;;;;;;30;30;10;30;20;30;20;20;20;20;20;10
solução niacinamida;BRL;70;-36%;75%;Alto;100;1,46;6,71;;;;;;90;50;40;30;50;70;110;70;50;110;70;70
balm de olhos simple organic resenha;BRL;40;-20%;-43%;Alto;100;1,79;3,17;;;;;;50;30;10;40;20;30;50;40;40;50;50;40
vitamina c simple organic resenha;BRL;90;-22%;-36%;Alto;100;2,08;4,1;;;;;;70;90;110;90;70;140;90;90;90;90;70;70
resenha simple organic;BRL;50;80%;350%;Alto;100;1,46;3,43;;;;;;30;40;20;30;20;50;50;70;30;50;70;90
oleo de copaiba acne;BRL;50;-57%;-57%;Médio;65;;;;;;;;30;50;30;140;40;50;70;70;50;70;50;30
sabonete simple organic;BRL;70;-22%;75%;Alto;100;1,3;2,99;;;;;;40;30;30;20;40;70;260;70;70;90;90;70
niacinamida simple organic resenha;BRL;140;24%;136%;Alto;100;2;3,43;;;;;;110;140;140;90;90;170;140;140;110;210;210;260
base simple organic resenha;BRL;50;-80%;-86%;Alto;100;2,16;2,98;;;;;;50;110;40;50;40;40;110;50;30;50;50;10
oleo de copaiba para espinhas;BRL;170;-50%;-36%;Médio;62;0,83;1,12;;;;;;110;90;90;590;110;170;110;110;140;140;140;70
óleo de andiroba para espinhas;BRL;70;0%;80%;Alto;71;0,83;1,12;;;;;;50;40;30;40;70;50;70;70;90;90;90;90
bba simple organic resenha;BRL;40;-25%;-57%;Alto;100;1,93;3,25;;;;;;20;110;40;40;10;50;50;30;50;40;40;30
oleo de copaiba espinhas;BRL;90;-56%;-20%;Alto;79;;;;;;;;70;70;50;320;50;90;70;70;90;90;70;40
oleo de copaiba para acne;BRL;70;-29%;-29%;Alto;78;;;;;;;;50;50;50;170;50;90;50;50;70;70;40;50
rosa mosqueta;BRL;60500;0%;50%;Alto;100;0,17;0,78;;;;;;49500;40500;40500;49500;49500;90500;74000;74000;74000;90500;90500;90500
óleo essencial de copaíba acne;BRL;30;0%;-33%;Alto;75;0,59;1,72;;;;;;30;30;20;40;30;30;30;20;30;20;30;20
óleo de patauá;BRL;1000;-12%;-32%;Alto;100;0,3;1,16;;;;;;1300;1000;880;880;1000;1000;1300;1000;880;1000;1000;880
de rosa mosqueta;BRL;260;0%;182%;Alto;100;0,18;0,43;;;;;;140;110;110;170;170;260;260;320;260;480;480;480
óleo mosqueta;BRL;4400;-18%;50%;Alto;100;0,21;0,69;;;;;;2900;2400;1900;2900;3600;6600;5400;4400;4400;6600;6600;5400
oleo de copaiba serve para espinhas;BRL;30;-25%;200%;Médio;38;0,66;0,9;;;;;;20;20;20;90;20;30;30;20;30;40;30;30
oleo de copaiba é bom para espinhas;BRL;40;0%;50%;Médio;34;0,79;1,12;;;;;;30;20;20;110;40;40;30;20;30;30;40;30
rosa mosqueta óleo;BRL;3600;0%;0%;Alto;100;0,21;0,72;;;;;;4400;3600;2900;3600;2900;5400;3600;4400;3600;4400;4400;4400
óleo de rosa;BRL;1900;-21%;-21%;Alto;100;0,21;0,82;;;;;;1900;1600;1600;1900;1900;2400;1900;1900;1900;2400;1900;1900
óleo de mosqueta rosa;BRL;70;-29%;-71%;Alto;100;0,21;0,61;;;;;;140;70;70;70;70;90;70;50;40;70;70;50
oleo de rosa mosqueta;BRL;165000;0%;22%;Alto;100;0,21;0,6;;;;;;135000;110000;90500;135000;135000;201000;165000;165000;165000;201000;201000;201000
óleo de mosqueta;BRL;4400;-19%;0%;Alto;100;0,21;1,04;;;;;;3600;2900;2400;3600;3600;6600;5400;4400;4400;5400;5400;4400
óleo de rosa mosquetá;BRL;880;-19%;-63%;Alto;100;0,21;0,66;;;;;;1000;880;720;1300;1000;1600;1300;1000;720;590;720;480
óleo rosa mosqueta;BRL;22200;-33%;22%;Alto;100;0,21;0,68;;;;;;18100;18100;14800;18100;18100;33100;27100;22200;22200;40500;33100;27100
rosa mosqueta é;BRL;30;-60%;-71%;Alto;100;0,15;0,75;;;;;;50;40;10;10;10;10;20;50;40;50;70;20
óleo de rosa de mosqueta;BRL;480;-19%;-19%;Alto;100;0,21;0,72;;;;;;590;390;390;480;390;720;480;480;480;590;480;480
manteiga de cupuaçu;BRL;1300;0%;-32%;Alto;100;0,3;0,94;;;;;;1600;1900;1000;1300;1300;1600;1600;1300;1300;1300;1300;1300
óleo de copaíba para pele;BRL;1300;-12%;-32%;Alto;96;0,34;1,24;;;;;;1000;1000;1300;1600;1000;1600;1300;1300;1300;1000;1000;880
rosa mosqueta na pele;BRL;110;-18%;56%;Médio;62;0,05;0,21;;;;;;90;90;70;70;90;140;140;110;140;170;170;140
rosa mosqueta pele;BRL;140;0%;55%;Alto;100;0,21;0,88;;;;;;140;70;110;110;90;140;110;140;170;170;140;170
oleo de rosa mosqueta para cicatrização;BRL;70;-56%;-20%;Alto;100;;;;;;;;40;50;90;50;50;70;40;70;90;90;90;40
óleo de rosa mosqueta na pele;BRL;260;-33%;53%;Médio;54;0,07;0,32;;;;;;170;140;170;210;210;320;320;320;260;390;390;260
óleo rosa;BRL;320;0%;50%;Alto;97;0,21;0,65;;;;;;260;210;210;210;210;390;320;390;320;390;390;390
óleo patauá;BRL;210;-19%;-34%;Alto;100;0,37;1,46;;;;;;210;260;260;210;210;210;320;260;210;260;170;210
simple cosmeticos;BRL;110;56%;0%;Alto;100;0,45;1,34;;;;;;110;110;70;70;50;70;140;170;110;90;170;140
oleo mosqueta rosa;BRL;50;-60%;-71%;Alto;100;0,21;0,7;;;;;;110;50;30;50;50;50;40;20;20;50;40;20
óleo de rosa mosqueta pele;BRL;170;-19%;50%;Alto;100;0,11;0,35;;;;;;110;110;90;170;140;210;210;210;210;260;260;210
hidratante zero simple organic;BRL;50;40%;133%;Alto;99;1,92;3,75;;;;;;30;40;30;20;20;30;40;140;70;50;90;70
oleo de rosa mosqueta para a pele;BRL;50;40%;40%;Alto;100;0,12;0,96;;;;;;70;30;20;30;40;70;70;70;50;50;70;70
oleo de rosa;BRL;1900;-21%;-21%;Alto;100;0,21;0,82;;;;;;1900;1600;1600;1900;1900;2400;1900;1900;1900;2400;1900;1900
oleo de copaiba para pele;BRL;110;-36%;-36%;Médio;61;0,73;1,51;;;;;;140;170;140;210;90;110;90;110;90;110;90;70
oleo de rosa mosqueta para pele;BRL;260;-33%;23%;Alto;100;0,12;0,67;;;;;;170;140;140;170;210;320;320;260;320;480;390;320
óleo de copaíba na pele;BRL;50;-29%;0%;Médio;61;0,78;1,96;;;;;;40;50;50;50;30;70;50;70;70;70;50;50
oleo rosa de mosqueta;BRL;590;-18%;-18%;Alto;100;0,21;0,57;;;;;;480;480;390;480;480;720;590;590;480;720;590;590
óleo de rosa mosqueta para cicatriz;BRL;320;0%;22%;Alto;100;0,21;0,97;;;;;;320;320;320;320;320;320;320;260;260;390;390;390
oleo copaiba pele;BRL;30;0%;-60%;Alto;95;0,33;1,32;;;;;;30;50;40;40;30;30;40;40;30;20;30;20
óleo de rosa mosqueta para pele;BRL;260;-33%;23%;Alto;100;0,12;0,67;;;;;;170;140;140;170;210;320;320;260;320;480;390;320
mosqueta oleo;BRL;30;0%;0%;Alto;100;0,21;0,74;;;;;;30;20;30;40;20;40;30;40;40;40;40;40
oleo de rosa mosqueta para cicatriz;BRL;320;0%;22%;Alto;100;0,21;0,97;;;;;;320;320;320;320;320;320;320;260;260;390;390;390
ácido glicólico;BRL;60500;22%;0%;Alto;100;0,49;2,66;;;;;;74000;60500;49500;60500;60500;60500;60500;60500;60500;60500;60500;74000
corretivo simple organic;BRL;110;-18%;-36%;Alto;100;0,85;3,83;;;;;;110;170;110;90;90;90;210;110;90;110;110;90
oleo de rosa mosqueta pele;BRL;170;-19%;50%;Alto;100;0,11;0,35;;;;;;110;110;90;170;140;210;210;210;210;260;260;210
rosa mosqueta para pele;BRL;170;0%;136%;Alto;100;0,2;0,75;;;;;;110;90;90;110;70;170;170;170;170;260;210;260
óleo de rosa mosqueta para o rosto;BRL;1900;238%;50%;Alto;100;0,21;0,85;;;;;;2900;2400;1900;2400;1000;1900;1600;1600;1300;1600;1600;5400
óleo de copaíba no rosto;BRL;260;-18%;129%;Alto;90;0,47;1,49;;;;;;140;140;140;260;170;320;260;260;480;390;320;320
oleo rosa;BRL;320;0%;50%;Alto;97;0,21;0,65;;;;;;260;210;210;210;210;390;320;390;320;390;390;390
oleo de copaiba pele rosto;BRL;30;-50%;0%;Alto;94;0,53;1,77;;;;;;30;20;10;20;20;50;70;50;50;40;30;20
óleo de rosa mosqueta cicatriz;BRL;260;-19%;0%;Alto;95;0,33;1,42;;;;;;260;260;260;260;260;260;260;210;260;320;260;260
oleo de rosa mosqueta funciona;BRL;50;-29%;0%;Alto;85;;;;;;;;30;40;30;50;40;50;50;40;50;70;50;50
manteiga de cupuaçu propriedades;BRL;30;-25%;-57%;Alto;68;;;;;;;;30;50;40;30;20;30;50;40;20;40;20;30
benefícios rosa mosqueta;BRL;260;0%;86%;Alto;92;0,12;0,25;;;;;;210;170;170;210;210;260;260;260;320;390;390;390
benefícios rosa mosqueta para pele;BRL;30;-91%;0%;Médio;38;;;;;;;;0;10;10;30;40;30;70;50;40;110;10;10
manteiga cupuaçu;BRL;140;-18%;0%;Alto;100;0,49;1,44;;;;;;170;170;90;110;110;170;140;140;110;170;140;140
oleo de rosa mosqueta é cicatrizante;BRL;50;-22%;75%;Médio;58;0,21;1,56;;;;;;30;40;40;50;40;50;70;90;70;90;90;70
simple organic sabonete;BRL;50;-29%;67%;Alto;100;1,25;3,68;;;;;;20;30;20;20;20;30;210;40;40;70;30;50
oleo rosa mosqueta pele;BRL;40;0%;25%;Alto;100;0,16;1,39;;;;;;40;40;40;30;30;30;50;50;40;50;70;50
beneficios rosa mosqueta pele;BRL;30;100%;-60%;Alto;84;0,12;0,54;;;;;;50;40;10;10;10;70;90;30;20;10;40;20
manteiga de cupuaçu para pele;BRL;50;-22%;250%;Alto;100;0,49;1,01;;;;;;20;40;10;10;40;50;40;40;50;90;70;70
o óleo de rosa mosqueta;BRL;110;-18%;0%;Alto;98;0,21;0,57;;;;;;140;70;70;110;70;140;140;110;110;170;140;140
rosa mosqueta vitaminas;BRL;10;0%;0%;Alto;79;0,21;0,85;;;;;;10;10;10;10;10;20;10;10;10;10;10;10
qual o benefício do óleo de rosa mosqueta;BRL;110;55%;89%;Alto;96;0,11;0,27;;;;;;90;90;70;70;90;110;110;110;90;110;170;170
óleo rosa mosqueta para o rosto;BRL;70;-18%;0%;Alto;99;0,21;1,02;;;;;;110;50;40;50;50;90;70;50;90;110;140;90
pra serve oleo de rosa mosqueta;BRL;50;0%;-50%;Alto;75;0,12;0,35;;;;;;50;50;30;50;70;90;90;50;40;20;10;20
oleo de rosa mosqueta em cicatriz;BRL;70;29%;80%;Médio;65;;;;;;;;50;70;90;70;70;70;70;70;50;70;90;90
oleo de rosa mosqueta cicatriz;BRL;260;-19%;0%;Alto;95;0,33;1,42;;;;;;260;260;260;260;260;260;260;210;260;320;260;260
óleo de rosa mosqueta é bom para pele;BRL;50;0%;40%;Médio;62;0,12;0,43;;;;;;30;30;30;20;30;50;40;70;50;70;90;70
rosa de mosqueta oleo;BRL;40;0%;-92%;Alto;100;0,21;0,63;;;;;;140;40;30;50;10;40;30;20;20;20;20;20
óleo de copaíba é bom para pele;BRL;50;0%;133%;Médio;47;;;;;;;;40;40;30;40;50;70;50;40;70;70;70;70
rosa mosqueta benefícios para pele;BRL;70;0%;250%;Alto;99;0,12;0,68;;;;;;20;10;20;40;40;70;110;90;30;140;110;140
uso de rosa mosqueta;BRL;20;50%;200%;Alto;94;0,12;0,54;;;;;;20;10;10;10;20;30;20;20;20;20;20;30
uso do oleo de rosa mosqueta;BRL;30;-50%;-50%;Alto;93;0,05;0,33;;;;;;20;20;30;20;30;30;30;30;30;40;50;20
óleo de rosa mosqueta antes e depois cicatriz;BRL;210;24%;-19%;Baixo;27;;;;;;;;320;260;210;210;170;170;140;140;170;210;320;260
oleo de rosa mosqueta cicatrização;BRL;40;33%;-20%;Alto;95;;;;;;;;70;50;40;50;50;50;40;40;20;30;30;40
glicólico;BRL;1600;0%;0%;Alto;100;0,56;2,65;;;;;;1300;1300;1000;1300;1000;1600;1900;1600;1600;1600;1600;1600
oleo de copaiba para a pele;BRL;30;-40%;0%;Alto;90;;;;;;;;30;30;30;30;40;40;30;20;30;50;30;30
oleo rosa mosqueta no rosto;BRL;140;-18%;0%;Alto;99;0,15;0,71;;;;;;140;90;90;110;110;170;110;140;140;170;210;140
óleo de rosa mosqueta no rosto;BRL;1900;0%;0%;Alto;84;0,21;0,67;;;;;;1900;1900;1900;1900;1300;1900;1900;1900;1900;2400;2400;2400
oleo rosa mosqueta para cicatriz;BRL;40;-40%;0%;Alto;99;0,18;0,42;;;;;;30;30;30;50;30;50;20;30;40;50;30;30
rosa mosqueta queimadura;BRL;40;67%;67%;Baixo;24;;;;;;;;30;40;30;50;40;30;40;30;30;30;50;50
óleo de rosa mosqueta antes e depois;BRL;12100;0%;49%;Médio;61;0,21;2,12;;;;;;8100;8100;8100;9900;8100;14800;12100;9900;9900;14800;14800;14800
propriedades rosa mosqueta;BRL;30;25%;67%;Alto;100;0,12;0,29;;;;;;30;30;20;30;30;30;30;30;30;40;40;50
oleo de copaiba na pele;BRL;140;-36%;-36%;Médio;56;;;;;;;;170;140;110;170;110;170;170;140;110;140;110;90
rosa de oleo mosqueta;BRL;70;29%;350%;Alto;100;0,21;0,55;;;;;;70;40;30;50;50;90;90;70;70;70;90;90
oleo de rosa mosqueta queimadura;BRL;50;80%;29%;Médio;66;0,21;1,11;;;;;;70;50;50;70;70;70;50;50;50;50;70;90
oleo de copaiba pele;BRL;70;0%;-29%;Alto;77;0,57;1,65;;;;;;70;70;50;70;70;90;110;50;70;50;110;50
rosa mosqueta funciona;BRL;20;50%;50%;Alto;77;;;;;;;;20;20;20;20;20;20;40;20;40;20;20;30
oleo de rosa mosqueta ajuda na cicatrização;BRL;30;-25%;50%;Médio;66;;;;;;;;30;20;30;20;30;50;30;40;30;40;40;30
simple organic corretivo;BRL;50;0%;67%;Alto;100;1,03;7,97;;;;;;40;50;30;40;40;40;50;50;40;50;50;50
óleo de rosa mosqueta rosto;BRL;590;-18%;-18%;Alto;100;0,21;0,81;;;;;;590;480;390;480;480;480;590;590;590;720;720;590
oleo de patauá;BRL;1000;-12%;-32%;Alto;100;0,3;1,16;;;;;;1300;1000;880;880;1000;1000;1300;1000;880;1000;1000;880
rosa mosqueta cicatriz;BRL;210;0%;53%;Alto;97;0,24;1,01;;;;;;170;170;170;210;140;210;210;210;210;260;260;260
oleo de rosa mosqueta vitaminas;BRL;30;-25%;0%;Alto;84;;;;;;;;20;10;30;20;20;20;50;30;50;40;30;30
beauty organic;BRL;90;-22%;-22%;Alto;100;0,98;5,47;;;;;;70;90;90;70;90;70;110;90;110;90;90;70
os benefícios do óleo de rosa mosqueta;BRL;170;24%;50%;Alto;89;0,12;0,29;;;;;;140;170;110;140;110;210;170;140;140;170;210;210
quais os benefícios do óleo de rosa mosqueta;BRL;390;23%;84%;Alto;92;0,12;0,32;;;;;;320;320;260;260;260;390;390;390;390;480;480;590
rosa mosqueta para cicatriz;BRL;140;24%;91%;Alto;100;0,21;1;;;;;;110;210;140;140;110;140;140;110;140;170;170;210
serve o óleo de rosa mosqueta;BRL;70;0%;250%;Médio;66;0,21;0,21;;;;;;40;40;40;40;40;70;70;90;90;140;110;140
óleo de rosa mosqueta e seus benefícios;BRL;50;40%;75%;Alto;97;0,12;0,21;;;;;;40;50;30;30;40;70;50;50;50;50;40;70
óleo mosqueta para o rosto;BRL;50;-64%;-64%;Alto;95;0,21;0,79;;;;;;90;70;90;30;30;70;40;50;30;110;50;40
copaiba na pele;BRL;30;-33%;-33%;Médio;54;;;;;;;;20;30;20;20;20;30;40;30;20;30;40;20
benefício do óleo rosa mosqueta;BRL;480;-18%;23%;Alto;83;0,11;0,21;;;;;;390;390;390;390;480;590;590;480;590;720;720;590
óleo de mosqueta benefícios;BRL;70;89%;240%;Alto;82;0,12;0,32;;;;;;30;40;30;50;90;70;40;40;70;90;90;170
benefícios de rosa mosqueta;BRL;170;-19%;457%;Alto;93;0,11;0,21;;;;;;50;50;50;90;70;140;140;140;170;480;390;390
benefícios óleo de rosa mosqueta;BRL;210;0%;53%;Alto;77;0,05;0,21;;;;;;140;170;110;140;170;210;170;170;210;260;320;260
sérum niacinamida;BRL;40;-56%;100%;Alto;100;0,89;4,04;;;;;;20;30;30;20;20;50;50;40;20;90;50;40
qual o benefício do óleo rosa mosqueta;BRL;50;29%;200%;Alto;99;0,12;0,21;;;;;;30;20;40;20;40;70;70;70;50;70;70;90
o de rosa mosqueta;BRL;50;-93%;∞;Alto;100;0,21;0,41;;;;;;0;0;0;0;0;70;110;70;90;140;90;10
oleo de rosa mosqueta para o rosto;BRL;1900;238%;50%;Alto;100;0,21;0,85;;;;;;2900;2400;1900;2400;1000;1900;1600;1600;1300;1600;1600;5400
óleo rosa mosqueta rosto;BRL;720;-28%;-18%;Alto;100;0,21;0,78;;;;;;720;720;590;590;590;880;720;590;720;1000;880;720
benefícios de óleo de rosa mosqueta;BRL;30;-67%;-67%;Alto;86;0,12;0,21;;;;;;30;30;20;20;20;40;30;40;40;30;20;10
benefício do oleo de rosa mosqueta;BRL;3600;0%;52%;Alto;75;0,11;0,21;;;;;;2900;2400;2400;2400;2400;3600;3600;3600;3600;4400;5400;4400
quais os benefícios do óleo de rosa mosqueta para pele;BRL;40;40%;133%;Alto;97;0,12;0,54;;;;;;20;10;10;30;30;40;50;50;40;50;50;70
quais os benefícios da rosa mosqueta;BRL;110;21%;89%;Alto;99;0,12;0,21;;;;;;90;70;70;90;110;140;140;110;140;140;140;170
benefícios do óleo de mosqueta;BRL;90;-21%;57%;Alto;80;0,12;0,4;;;;;;90;70;70;90;90;90;110;110;110;140;140;110
niacinamida;BRL;33100;0%;49%;Alto;100;0,51;2,1;;;;;;27100;27100;27100;27100;27100;33100;40500;40500;40500;40500;40500;40500
oleo de rosa mosqueta para queimadura;BRL;70;29%;80%;Alto;81;0,21;0,87;;;;;;70;70;50;70;70;70;90;70;70;70;90;90
rosa mosqueta rosto;BRL;720;-18%;-75%;Alto;100;0,21;0,86;;;;;;1600;1000;590;880;320;480;390;480;480;720;720;590
composição oleo de rosa mosqueta;BRL;50;0%;-29%;Alto;80;;;;;;;;50;40;40;40;50;50;70;50;40;50;70;50
pele oleosa acneica;BRL;70;0%;40%;Alto;92;0,87;2,42;;;;;;50;70;50;70;70;90;110;70;50;70;70;70
oleo de rosa mosqueta rosto;BRL;590;-18%;-18%;Alto;100;0,21;0,81;;;;;;590;480;390;480;480;480;590;590;590;720;720;590
benefícios oleo de rosa mosqueta;BRL;210;0%;53%;Alto;77;0,05;0,21;;;;;;140;170;110;140;170;210;170;170;210;260;320;260
óleo de rosa mosqueta contra indicação;BRL;110;21%;55%;Alto;95;;;;;;;;70;50;70;90;90;110;90;110;90;140;140;170
quais os beneficios do oleo de rosa mosqueta para a pele;BRL;90;21%;240%;Alto;99;0,12;0,61;;;;;;30;30;20;70;70;90;110;90;90;140;170;170
benefícios óleo rosa mosqueta;BRL;70;22%;120%;Alto;100;0,12;0,44;;;;;;50;30;50;50;50;50;110;70;70;90;90;110
benefícios do rosa mosqueta;BRL;320;0%;0%;Alto;77;0,05;0,21;;;;;;320;320;260;260;260;390;390;390;390;390;320;390
oleo de rosa mosqueta benefícios;BRL;480;0%;51%;Alto;96;0,05;0,21;;;;;;390;320;320;320;320;390;480;480;480;590;590;590
quais os benefícios de rosa mosqueta;BRL;40;0%;250%;Alto;98;0,12;0,21;;;;;;20;20;10;10;30;30;40;40;50;70;70;70
óleo rosa mosqueta benefícios;BRL;70;-18%;29%;Alto;95;0,15;0,42;;;;;;50;70;40;30;40;70;50;110;90;110;110;90
benefícios do óleo de rosa mosqueta na pele;BRL;110;-21%;120%;Alto;76;0,11;0,34;;;;;;50;50;50;90;140;210;110;170;140;140;170;110
quanto tempo o oleo de rosa mosqueta faz efeito;BRL;210;-19%;136%;Médio;47;;;;;;;;140;110;90;170;140;260;210;210;210;320;260;260
óleo de rosa mosqueta benefícios;BRL;480;0%;51%;Alto;96;0,05;0,21;;;;;;390;320;320;320;320;390;480;480;480;590;590;590
óleo de rosa mosqueta propriedades;BRL;90;-55%;-55%;Alto;96;0,17;0,79;;;;;;90;50;70;50;90;90;90;110;70;110;140;50
