Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
óleos essenciais;BRL;60500;-18%;-33%;Alto;100;0,54;1,53;;;;;;74000;60500;60500;60500;60500;74000;74000;74000;60500;60500;60500;49500
oleos essenciais e oleos vegetais;BRL;30;-50%;-75%;Alto;74;0,32;1,19;;;;;;30;20;10;20;30;40;50;30;30;20;40;10
tipos de óleos essenciais;BRL;390;0%;-18%;Alto;100;0,26;0,71;;;;;;480;390;260;320;320;390;390;390;390;320;390;320
qual óleo essencial;BRL;70;0%;0%;Alto;99;0,28;0,9;;;;;;70;70;50;50;50;50;70;90;90;70;70;70
óleos essenciais aromaterapia;BRL;880;0%;-45%;Alto;100;0,5;1,52;;;;;;720;880;720;880;880;880;1000;880;880;720;590;720
aromaterapia óleos essenciais;BRL;880;-34%;-61%;Alto;100;0,44;1,22;;;;;;1000;1300;1000;1000;1000;1000;880;880;720;590;720;390
óleos essenciais brasileiros;BRL;170;21%;-47%;Alto;100;0,54;1,95;;;;;;210;260;210;260;210;260;140;140;140;140;90;170
óleos essenciais para enxaqueca;BRL;260;0%;-34%;Alto;100;0,34;0,77;;;;;;260;260;210;260;210;260;260;260;260;210;210;210
essencia e oleo essencial;BRL;140;-35%;-21%;Alto;99;0,04;0,93;;;;;;110;90;90;110;90;140;140;170;140;170;140;110
óleo essencial para enxaqueca;BRL;1300;-23%;-23%;Alto;100;0,34;0,76;;;;;;1300;1000;1000;1300;1000;1300;1600;1300;1300;1300;1300;1000
óleo essencial de;BRL;170;0%;-19%;Alto;100;0,55;1,5;;;;;;170;140;170;170;140;210;210;210;140;170;260;170
óleo essencial aromaterapia;BRL;320;-19%;-33%;Alto;100;0,52;1,27;;;;;;260;320;320;320;320;390;480;390;320;320;480;260
óleos essenciais para aromaterapia;BRL;170;0%;0%;Alto;100;0,46;1,22;;;;;;210;210;110;140;170;170;210;170;170;170;210;170
loja oleo essencial;BRL;50;0%;-57%;Alto;100;0,62;2,03;;;;;;70;50;70;50;70;40;40;50;40;30;70;30
qual o melhor óleo essencial;BRL;210;0%;24%;Alto;100;0,33;0,83;;;;;;210;170;170;170;210;260;260;320;210;210;260;210
oleo de essencial;BRL;70;0%;750%;Alto;100;0,47;1,25;;;;;;20;10;20;30;30;40;40;50;70;170;170;170
tratamento com óleos essenciais;BRL;170;-18%;-33%;Alto;100;0,34;1,21;;;;;;210;170;140;170;170;170;210;170;140;170;170;140
melhor óleo essencial;BRL;390;-19%;0%;Alto;100;0,39;1,27;;;;;;320;320;320;320;320;480;480;480;480;480;480;390
óleos essenciais orgânicos;BRL;40;-71%;-60%;Alto;100;0,44;2,43;;;;;;70;30;30;30;40;70;50;50;20;70;20;20
oleos essenciais loja;BRL;40;67%;-29%;Alto;100;0,67;2,18;;;;;;40;90;50;40;30;50;20;40;40;30;30;50
aromaterapia oleo essencial;BRL;30;50%;-25%;Alto;100;0,28;1,35;;;;;;40;30;40;50;40;40;50;40;30;20;20;30
óleos naturais;BRL;720;-18%;-33%;Alto;100;0,42;1,13;;;;;;720;880;720;880;720;880;880;880;720;720;720;590
óleos essencial;BRL;2400;0%;-33%;Alto;100;0,54;1,51;;;;;;2900;2400;1900;2400;2400;2900;2900;2900;2400;2400;2900;2400
oleo aromaterapia;BRL;260;23%;23%;Alto;100;0,51;1,34;;;;;;210;210;210;170;170;260;320;320;320;260;320;320
oleo de aromaterapia;BRL;70;-22%;40%;Alto;100;0,48;1,75;;;;;;30;40;50;50;50;50;70;70;90;90;110;70
óleos para aromaterapia;BRL;320;-19%;-33%;Alto;100;0,5;1,25;;;;;;320;260;260;320;260;390;390;390;260;320;390;260
lojas de óleos essenciais;BRL;480;0%;-45%;Alto;100;0,58;1,62;;;;;;590;590;480;480;480;480;480;590;480;480;590;480
óleos;BRL;74000;0%;-18%;Médio;63;0,8;4,03;;;;;;74000;74000;60500;60500;60500;74000;74000;90500;90500;74000;74000;74000
loja oleos essenciais;BRL;140;0%;-19%;Alto;98;0,79;2,56;;;;;;170;170;140;140;110;110;170;170;140;170;110;170
aromaterapia oleos essenciais;BRL;880;-34%;-61%;Alto;100;0,44;1,22;;;;;;1000;1300;1000;1000;1000;1000;880;880;720;590;720;390
oleo essencial enxaqueca;BRL;320;0%;-18%;Alto;100;0,33;0,77;;;;;;320;320;320;320;260;320;390;390;320;320;320;320
uso de óleos essenciais;BRL;90;-18%;-36%;Alto;87;0,26;0,72;;;;;;110;90;70;90;90;110;110;110;70;110;110;90
sobre oleos essenciais;BRL;50;-29%;-29%;Alto;100;0,34;1,07;;;;;;90;40;50;40;30;70;70;70;70;70;70;50
site de oleos essenciais;BRL;40;0%;0%;Alto;100;0,65;1,98;;;;;;30;40;20;40;40;50;50;40;20;40;40;40
essencias e oleos essenciais;BRL;70;-56%;-56%;Alto;100;0,51;1,32;;;;;;90;70;50;50;50;50;90;90;50;90;50;40
melhores oleos essenciais;BRL;1000;-12%;-12%;Alto;100;0,45;1,5;;;;;;880;880;880;880;880;1300;1300;1300;1000;1000;1000;880
uso dos oleos essenciais;BRL;50;-20%;-43%;Alto;79;0,26;1,11;;;;;;70;70;50;40;50;50;70;50;70;50;50;40
essencial oleo;BRL;70;-29%;-44%;Alto;100;0,56;1,77;;;;;;70;70;50;70;40;70;70;50;70;70;70;50
oleo essencial;BRL;60500;0%;-18%;Alto;100;0,51;1,3;;;;;;49500;49500;49500;49500;49500;60500;60500;60500;60500;49500;60500;49500
oleo essencial importado;BRL;50;40%;75%;Alto;100;0,52;1,11;;;;;;30;40;40;50;30;30;50;70;30;50;50;70
oleo essencial loja;BRL;30;-33%;-60%;Alto;100;0,72;2;;;;;;50;40;30;40;20;10;40;30;30;30;10;20
loja de oleo essencial;BRL;90;0%;0%;Alto;100;0,79;2,11;;;;;;90;90;70;70;70;70;110;90;90;90;90;90
óleos essenciais loja online;BRL;20;0%;100%;Alto;100;0,78;2,78;;;;;;10;10;10;10;20;20;20;20;20;20;30;20
óleos aromáticos;BRL;50;67%;-44%;Alto;100;0,49;1,7;;;;;;30;50;70;50;50;70;40;50;50;30;50;50
aromaterapia com oleos essenciais;BRL;50;40%;75%;Alto;93;0,39;1,38;;;;;;70;50;30;50;40;50;70;50;50;50;70;70
olíbano óleo essencial;BRL;1000;0%;-55%;Alto;100;0,33;0,85;;;;;;1300;1300;1300;880;1000;1000;1000;880;880;720;880;720
essencias aromaterapia;BRL;110;-18%;-36%;Alto;100;0,49;1,53;;;;;;140;110;140;110;90;110;170;140;140;110;110;90
oleo essencial para aromaterapia;BRL;90;-22%;0%;Alto;100;0,5;1,2;;;;;;70;90;90;70;70;110;110;110;70;90;90;70
oleo essencial e essencia;BRL;170;-21%;-35%;Alto;100;0,34;0,94;;;;;;140;140;110;170;210;170;210;140;170;140;110;110
oleo essencial terapeutico;BRL;70;40%;40%;Alto;100;0,42;1,16;;;;;;50;70;70;70;40;90;70;90;90;50;70;70
oleos essenciais;BRL;60500;-18%;-33%;Alto;100;0,54;1,53;;;;;;74000;60500;60500;60500;60500;74000;74000;74000;60500;60500;60500;49500
os oleos essenciais;BRL;70;40%;-22%;Alto;87;0,46;1,4;;;;;;70;90;50;40;40;50;70;110;90;50;50;70
melhores óleos essenciais;BRL;320;-18%;23%;Alto;100;0,4;1,48;;;;;;260;210;170;210;170;260;260;390;480;390;480;320
aromaterapia oleos;BRL;50;125%;80%;Alto;100;0,54;1,59;;;;;;40;30;70;50;50;90;70;30;30;40;40;90
essencias para aromaterapia;BRL;50;0%;-40%;Alto;100;0,51;1,02;;;;;;70;40;70;70;110;90;70;50;40;30;20;30
oleo essencial tipos;BRL;70;-29%;0%;Alto;100;0,25;0,7;;;;;;50;50;70;70;50;90;70;50;70;70;70;50
oleo essencial e oleo vegetal;BRL;90;22%;-21%;Alto;96;0,07;1,26;;;;;;90;70;90;90;90;110;90;90;110;90;90;110
oleo essencial a base de agua;BRL;260;52%;23%;Alto;100;0,31;0,93;;;;;;260;170;260;260;170;210;320;390;320;210;260;320
óleos essenciais comprar;BRL;720;-19%;-52%;Alto;100;0,71;2,69;;;;;;880;880;720;880;880;1000;880;720;590;590;480;480
os melhores óleos essenciais;BRL;30;-25%;-25%;Alto;100;0,34;0,76;;;;;;20;30;30;30;20;30;30;50;50;40;40;30
aromaterapia essencias;BRL;110;0%;-21%;Alto;100;0,33;1,49;;;;;;140;90;140;110;70;90;110;140;90;110;110;110
comprar óleos essenciais;BRL;720;0%;-55%;Alto;100;0,79;2,56;;;;;;1000;880;720;880;720;1000;880;720;720;590;590;590
oleos e essencias;BRL;50;0%;-20%;Alto;100;0,6;1,41;;;;;;50;40;30;50;40;50;50;70;50;40;40;40
óleos essenciais para dor de cabeça;BRL;390;-18%;0%;Alto;100;0,37;3,16;;;;;;320;320;320;320;390;480;390;390;390;390;320;320
comprar óleo essencial;BRL;480;0%;-34%;Alto;100;0,84;2,56;;;;;;480;390;390;480;390;590;590;480;480;390;390;390
qual melhor oleo essencial;BRL;140;-18%;27%;Alto;100;0,38;0,91;;;;;;110;90;70;140;110;210;170;210;210;170;170;140
oleos naturais;BRL;720;-18%;-33%;Alto;100;0,42;1,13;;;;;;720;880;720;880;720;880;880;880;720;720;720;590
aromaterapia e oleos essenciais;BRL;50;33%;-43%;Alto;100;0,39;1,1;;;;;;40;70;70;70;40;90;70;70;40;30;50;40
melhores óleos essenciais para aromaterapia;BRL;210;-78%;-78%;Alto;100;0,43;1,57;;;;;;170;170;140;210;210;320;320;320;260;320;260;70
oleo essencial vegetal do brasil;BRL;40;-22%;∞;Alto;95;0,4;0,91;;;;;;0;0;0;0;0;70;70;70;70;90;70;70
tipos de oleo essencial;BRL;70;0%;-22%;Alto;100;0,27;0,76;;;;;;50;70;70;70;50;90;90;70;90;70;70;70
óleos essenciais terapêuticos;BRL;30;50%;50%;Alto;100;0,41;1,18;;;;;;30;40;20;30;30;20;40;40;40;20;10;30
uso de oleo essencial;BRL;50;-20%;-43%;Alto;99;0,27;0,74;;;;;;70;70;40;50;40;50;50;50;70;50;40;40
oleo essencial dor de cabeca;BRL;720;-18%;-18%;Alto;99;0,4;4,2;;;;;;720;720;720;720;590;880;880;880;720;720;720;590
oleo essencial organico;BRL;260;-46%;-46%;Alto;100;0,51;1,97;;;;;;260;210;210;260;210;320;320;260;210;260;210;140
quais os melhores óleos essenciais;BRL;50;0%;0%;Alto;100;0,3;0,74;;;;;;40;50;30;70;40;50;50;50;70;50;50;50
oleos essenciais tipos;BRL;110;0%;-36%;Alto;98;0,24;0,8;;;;;;140;110;70;90;90;110;110;110;110;90;110;90
tipos oleos essenciais;BRL;30;50%;0%;Alto;100;0,26;0,9;;;;;;20;30;30;30;20;30;30;30;30;20;20;30
oleo de essencia;BRL;590;-19%;-46%;Alto;100;0,48;1,05;;;;;;720;590;590;590;590;720;720;720;590;480;480;390
oleo essencial brasil;BRL;110;-18%;-47%;Alto;97;0,5;1,6;;;;;;140;110;110;110;110;140;110;140;110;110;110;90
óleo essencial comprar;BRL;390;-35%;-71%;Alto;100;0,92;2,89;;;;;;480;480;390;480;390;480;590;480;260;260;210;170
oleo essencial na agua;BRL;30;0%;-25%;Médio;63;;;;;;;;40;30;30;40;30;40;30;30;30;30;40;30
óleo essencial natural;BRL;140;-18%;-33%;Alto;100;0,49;1,54;;;;;;170;140;110;110;90;170;170;140;170;170;140;140
receitas com óleos essenciais;BRL;110;-50%;-36%;Alto;100;0,34;1,4;;;;;;110;110;90;110;90;110;110;140;90;140;90;70
essencia para aromaterapia;BRL;70;0%;-29%;Alto;100;0,48;1,14;;;;;;70;40;40;50;70;70;70;90;50;50;70;50
olho essencial;BRL;320;27%;-64%;Alto;100;0,49;1,12;;;;;;210;210;260;390;390;480;480;480;260;110;140;140
oleo vegetal para oleo essencial;BRL;30;-33%;-50%;Alto;100;0,4;1,01;;;;;;20;20;30;30;30;50;50;40;30;30;40;20
olha essencial;BRL;140;0%;27%;Alto;99;0,52;1,16;;;;;;110;110;110;110;110;140;140;140;140;140;170;140
oleos essenciais terapeuticos;BRL;70;0%;-22%;Alto;100;0,55;1,7;;;;;;70;70;70;90;90;90;90;90;90;70;70;70
diferença entre essencia e oleo essencial;BRL;320;23%;-18%;Alto;100;0,31;1,5;;;;;;320;320;260;260;320;390;390;320;320;260;320;320
oleos essenciais quais os melhores;BRL;30;-33%;-50%;Alto;100;0,33;1,38;;;;;;30;30;20;40;30;30;50;40;50;30;40;20
oleosessenciais;BRL;60500;-18%;-33%;Alto;100;0,54;1,53;;;;;;74000;60500;60500;60500;60500;74000;74000;74000;60500;60500;60500;49500
oleos essenciais organicos;BRL;110;-22%;-59%;Alto;100;0,66;2,6;;;;;;110;110;90;110;110;140;140;140;140;90;70;70
óleos essenciais naturais;BRL;170;-33%;27%;Alto;100;0,43;1,14;;;;;;170;140;110;140;110;170;170;170;140;210;260;140
função óleos essenciais;BRL;30;0%;-25%;Alto;98;0,23;0,65;;;;;;30;20;30;30;50;40;40;30;40;30;30;30
os melhores oleos essenciais;BRL;110;-36%;-36%;Alto;100;0,41;1,21;;;;;;90;90;90;110;110;110;140;110;110;140;110;90
quais melhores oleos essenciais;BRL;40;-25%;0%;Alto;99;0,27;1,18;;;;;;40;30;30;40;30;50;50;50;70;40;40;30
sinergia de óleos essenciais;BRL;390;-18%;-33%;Alto;100;0,29;1,66;;;;;;390;320;320;320;320;390;390;390;390;390;390;320
oleos terapeuticos;BRL;210;-18%;-33%;Alto;100;0,45;0,98;;;;;;170;210;170;210;260;210;210;210;170;170;210;140
óleo essencial puro;BRL;390;0%;-19%;Alto;100;0,48;1,28;;;;;;390;390;320;390;320;480;480;480;480;390;480;390
0leos essenciais;BRL;20;-50%;-67%;Alto;100;;;;;;;;20;10;20;20;20;50;50;40;30;20;10;10
essencias terapeuticas;BRL;70;40%;0%;Alto;100;0,49;1,13;;;;;;40;50;50;50;70;50;70;70;70;50;70;70
óleo terapêutico;BRL;50;40%;-22%;Alto;98;0,4;0,96;;;;;;50;50;70;50;30;50;50;70;70;50;70;70
essencia aromaterapia;BRL;140;-33%;-18%;Alto;100;0,53;1,35;;;;;;170;110;90;90;110;170;170;110;170;210;140;140
qual a diferença entre essencia e oleo essencial;BRL;110;27%;27%;Alto;100;0,22;1,22;;;;;;110;90;90;110;90;110;170;140;140;110;140;140
terapia com óleos essenciais;BRL;210;24%;0%;Alto;100;0,44;1,39;;;;;;210;260;210;210;170;260;210;260;210;210;260;260
receitas oleos essenciais;BRL;30;-50%;-86%;Alto;90;0,27;1,05;;;;;;40;40;30;20;30;30;30;50;30;20;30;10
formas de usar oleo essencial;BRL;70;40%;40%;Alto;85;0,26;0,77;;;;;;70;50;40;50;50;70;70;90;70;50;50;70
hidrolato;BRL;2900;21%;0%;Alto;100;0,32;1;;;;;;2900;2900;1900;2400;2400;2900;2900;2900;2400;2400;2900;2900
tabela de óleos essenciais;BRL;140;0%;-18%;Alto;91;0,41;1,62;;;;;;140;110;90;110;110;170;140;140;140;140;140;140
oleos essenciais para tomar;BRL;40;0%;-40%;Alto;100;0,36;1,32;;;;;;50;50;50;50;30;50;50;40;20;30;40;30
diferença entre oleo essencial e essencia;BRL;480;0%;-19%;Alto;96;0,12;1,71;;;;;;480;480;390;480;480;590;590;590;590;480;480;480
óleo base para óleo essencial;BRL;110;-36%;-50%;Alto;100;0,47;1,3;;;;;;110;90;110;110;110;140;140;170;110;110;90;70
tudo sobre oleos essenciais;BRL;90;-22%;-36%;Alto;100;0,33;0,97;;;;;;90;90;70;90;70;90;110;110;70;90;90;70
mistura de oleos essenciais;BRL;170;-21%;-48%;Alto;87;0,27;1,49;;;;;;210;170;170;140;140;210;210;170;140;140;170;110
oleos essenciais a base de agua;BRL;70;29%;29%;Alto;100;0,31;1,06;;;;;;70;30;70;70;50;50;110;90;50;70;110;90
venda oleos essenciais;BRL;70;33%;-64%;Alto;100;0,75;2,53;;;;;;90;70;50;70;90;90;70;70;40;30;40;40
oleos essenciais online;BRL;10;0%;-80%;Alto;100;1,07;3,5;;;;;;20;20;10;10;10;10;20;10;10;10;20;10
sinergia óleos essenciais;BRL;390;0%;-33%;Alto;100;0,38;1,73;;;;;;390;390;390;320;390;480;390;390;320;320;390;320
oleos essenciais e essencias;BRL;30;-33%;-50%;Alto;100;0,02;2,9;;;;;;20;30;10;40;30;50;50;40;40;30;20;20
oleo vegetal e oleo essencial;BRL;90;22%;-21%;Alto;100;0,06;0,96;;;;;;70;110;70;90;70;110;90;140;110;90;90;110
oleos essênciais;BRL;70;-29%;-44%;Alto;100;0,46;1,1;;;;;;70;70;70;70;50;70;70;90;70;70;50;50
óleos essenciais preço;BRL;320;-19%;-56%;Alto;100;0,45;1,16;;;;;;590;480;320;390;320;390;320;260;320;260;210;210
principais oleos essenciais;BRL;170;-18%;-33%;Alto;100;0,11;1,18;;;;;;170;170;170;140;140;210;210;210;170;170;170;140
oleos essenciais mais usados;BRL;110;0%;-36%;Alto;100;0,26;1,1;;;;;;110;110;50;110;110;140;140;140;110;90;140;90
óleo essencial funciona;BRL;210;-19%;-19%;Alto;91;0,26;1,51;;;;;;170;170;140;170;140;210;260;210;210;210;210;170
exemplos de óleos essenciais;BRL;30;50%;-57%;Médio;35;0,23;0,68;;;;;;30;50;40;20;40;30;50;30;30;20;30;30
óleos essenciais funcionam;BRL;390;0%;-46%;Alto;100;0,35;1,54;;;;;;480;390;320;320;320;480;480;390;390;320;320;320
loja aromaterapia;BRL;170;21%;0%;Alto;100;0,65;2,23;;;;;;170;210;260;170;170;140;170;210;170;140;170;170
oleos essenciais rj;BRL;50;100%;-82%;Alto;100;0,67;1,56;;;;;;90;90;50;70;40;30;50;70;40;10;30;20
óleo essencial de olíbano;BRL;1600;0%;-16%;Alto;100;0,38;0,9;;;;;;1900;1900;1900;1900;1600;1900;1900;1900;1600;1600;1600;1600
óleo essencial inalação;BRL;30;33%;300%;Alto;95;0,26;2,05;;;;;;20;20;20;20;20;50;40;40;30;30;40;40
oleo vegetal para misturar com oleo essencial;BRL;40;67%;25%;Alto;100;0,27;1,06;;;;;;30;30;30;50;40;30;50;30;40;30;30;50
preço de oleos essenciais;BRL;140;-21%;-21%;Alto;100;0,42;0,82;;;;;;140;110;140;140;110;170;170;140;110;140;110;110
quais os oleos essenciais mais usados;BRL;40;-50%;0%;Alto;100;0,3;0,82;;;;;;20;30;10;20;20;50;50;50;50;40;50;20
essencia oleo essencial;BRL;70;0%;-29%;Alto;100;0,49;1,3;;;;;;50;50;70;70;50;70;90;70;70;50;70;50
venda de óleos essenciais;BRL;90;-44%;-44%;Alto;100;0,72;2,35;;;;;;90;90;90;70;70;110;90;90;90;90;90;50
óleos essenciais para saúde;BRL;90;33%;-64%;Alto;84;0,33;0,99;;;;;;90;140;140;170;110;140;50;50;40;30;50;40
todos os oleos essenciais;BRL;30;-50%;-50%;Alto;100;0,57;1,33;;;;;;30;40;30;30;20;20;40;20;20;20;20;10
sinergia óleos essenciais pdf;BRL;50;-20%;-56%;Alto;100;0,82;1,1;;;;;;70;70;30;40;20;30;50;50;20;50;50;40
óleos essenciais para que servem;BRL;1000;-18%;-62%;Alto;100;0,22;0,67;;;;;;1900;1600;1000;1300;1000;1000;880;880;880;880;880;720
óleos essenciais propriedades;BRL;720;-34%;-70%;Alto;100;0,23;0,78;;;;;;1000;880;720;880;590;880;720;720;590;590;480;390
óleo olíbano;BRL;1000;0%;-38%;Alto;100;0,31;0,71;;;;;;1600;1000;1300;1000;880;1300;1300;1300;1000;1000;1000;1000
aromaterapia comprar;BRL;50;33%;-43%;Alto;100;1,08;3,04;;;;;;70;50;70;40;50;70;70;70;50;30;20;40
oleos essenciais baratos;BRL;90;-44%;-64%;Alto;100;0,48;0,97;;;;;;90;70;70;90;90;110;90;90;70;90;70;50
oleo essencial barato;BRL;110;-44%;-64%;Alto;100;0,47;1,1;;;;;;140;90;110;110;90;140;140;110;110;90;90;50
oleos essenciais basicos;BRL;20;100%;-50%;Alto;100;0,26;1,49;;;;;;30;30;20;20;30;30;30;20;20;10;20;20
propriedades dos óleos essenciais;BRL;140;0%;-48%;Alto;100;0,24;0,92;;;;;;170;140;140;110;110;140;170;140;110;110;110;110
óleos essenciais litro;BRL;50;0%;0%;Alto;100;0,45;1,5;;;;;;90;50;40;90;70;50;50;50;50;40;70;40
terapia oleos essenciais;BRL;50;-29%;0%;Alto;100;0,49;1,61;;;;;;50;50;50;20;50;50;50;50;50;70;50;50
oleo essencial valor;BRL;90;-29%;-55%;Alto;100;0,37;0,74;;;;;;90;70;70;90;110;110;140;140;70;70;70;50
oleos essenciais qual o melhor;BRL;30;-67%;-67%;Alto;100;0,25;1,2;;;;;;20;50;20;40;30;40;50;20;30;30;20;10
aromaterapia loja;BRL;90;57%;0%;Alto;100;0,77;2,34;;;;;;140;90;90;90;90;90;70;90;70;70;70;110
óleos essenciais puros;BRL;320;-19%;-64%;Alto;100;0,55;1,4;;;;;;390;390;260;320;210;320;320;320;320;260;260;210
funções óleos essenciais;BRL;40;-60%;-60%;Alto;91;0,24;0,84;;;;;;50;40;30;40;20;50;50;50;50;50;50;20
oleo essencial para dor de cabeca;BRL;2900;-17%;0%;Alto;100;0,35;3,16;;;;;;2400;2400;2400;2900;2900;3600;3600;3600;3600;2900;2900;2400
oleos essenciais indicações;BRL;50;0%;-43%;Alto;100;0,23;0,78;;;;;;50;40;40;50;40;50;70;50;50;40;50;40
quantos oleos essenciais existem;BRL;50;67%;-29%;Alto;100;0,35;0,98;;;;;;50;30;50;50;50;50;50;50;50;30;50;50
propriedades oleos essenciais;BRL;70;0%;-44%;Alto;96;0,22;0,97;;;;;;70;90;50;70;70;70;70;90;70;50;90;50
olíbano;BRL;5400;-19%;-19%;Alto;100;0,45;1,22;;;;;;5400;9900;5400;5400;4400;5400;5400;5400;5400;5400;5400;4400
oleos essenciais para o corpo;BRL;50;-44%;-29%;Alto;100;0,26;0,88;;;;;;50;50;30;50;40;50;50;70;90;90;40;50
melhores marcas de óleos essenciais;BRL;720;-18%;-41%;Alto;100;0,42;1,75;;;;;;880;720;590;720;720;1000;880;880;720;720;590;590
oleos essenciais mais baratos;BRL;30;-75%;-67%;Alto;100;0,45;1,39;;;;;;40;30;30;20;20;20;30;30;30;40;10;10
quais os melhores oleos essenciais;BRL;140;-18%;0%;Alto;99;0,34;1,14;;;;;;110;110;90;110;90;170;170;110;140;170;140;140
loja de aromaterapia;BRL;210;-19%;-35%;Alto;100;0,58;1,4;;;;;;260;210;170;210;260;170;210;210;210;210;210;170
oleo essencial funções;BRL;70;0%;-44%;Alto;98;0,11;0,89;;;;;;70;70;50;70;50;70;90;70;70;50;70;50
aromaterapia óleos essenciais pdf;BRL;50;50%;-57%;Médio;55;0,44;1,21;;;;;;70;70;70;50;50;140;70;30;30;20;20;30
pode passar oleo essencial na pele;BRL;30;67%;∞;Baixo;7;;;;;;;;0;30;30;40;30;40;30;50;30;30;40;50
óleo essencial olíbano;BRL;1600;0%;-16%;Alto;100;0,38;1,01;;;;;;1900;1900;1600;1600;1600;1900;1900;1900;1600;1600;1600;1600
beneficios oleos essenciais;BRL;210;0%;-34%;Alto;97;0,22;0,91;;;;;;320;260;210;210;210;260;260;260;260;210;210;210
oleo essencial beneficios;BRL;210;0%;0%;Alto;99;0,11;0,76;;;;;;140;170;170;210;170;170;210;260;260;210;260;210
oleos essenciais funções;BRL;170;-21%;-48%;Alto;100;0,22;0,71;;;;;;170;170;170;140;170;210;260;170;170;140;140;110
lista oleos essenciais;BRL;30;0%;0%;Alto;100;0,45;0,81;;;;;;30;30;20;20;40;40;20;30;20;20;20;20
oleo essencial direto na pele;BRL;50;-29%;0%;Alto;69;;;;;;;;30;30;40;40;50;50;50;50;40;70;50;50
aromaterapia;BRL;40500;0%;-18%;Alto;100;0,44;1,21;;;;;;49500;40500;40500;40500;40500;49500;49500;49500;49500;40500;40500;40500
oleos essenciais e suas indicações;BRL;70;40%;-22%;Alto;100;0,26;1,2;;;;;;90;50;40;70;70;90;70;70;50;50;90;70
óleos essenciais pdf;BRL;260;-19%;-71%;Alto;100;0,38;1,55;;;;;;480;320;170;210;170;260;390;320;170;210;210;170
oleos vegetais e essenciais;BRL;70;-43%;-56%;Alto;100;0,42;1,01;;;;;;50;40;40;40;40;70;90;90;110;70;140;40
benefícios dos óleos essenciais;BRL;720;-18%;-18%;Alto;95;0,23;0,8;;;;;;720;720;590;720;720;880;880;880;880;880;720;720
oleos essenciais benefícios;BRL;1300;-55%;-69%;Alto;99;0,21;0,77;;;;;;1600;1300;1000;1600;1300;1600;1600;1300;1600;1300;1300;590
oleo essencial preco;BRL;260;-19%;-46%;Alto;100;0,44;0,95;;;;;;390;320;260;390;210;260;320;260;320;260;260;210
oleos essenciais e funções;BRL;40;-25%;-25%;Alto;91;0,22;1,28;;;;;;40;40;40;40;40;50;50;50;20;40;40;30
oleo essencial corporal;BRL;50;-29%;0%;Alto;100;0,49;1,06;;;;;;40;30;30;30;40;50;50;40;70;70;50;50
