Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
promoção lola cosmetics;BRL;90;-22%;-22%;Alto;100;0,54;1,55;;;;;;70;170;70;70;70;110;170;70;70;90;90;70
lola low poo;BRL;50;25%;0%;Alto;100;0,23;0,61;;;;;;70;70;70;50;70;50;70;70;40;40;30;50
creme para cabelo lola;BRL;50;0%;0%;Alto;100;0,27;0,76;;;;;;50;40;50;70;40;40;50;40;40;70;70;70
comprar produtos lola;BRL;20;0%;-67%;Alto;100;0,62;6,92;;;;;;20;30;30;50;10;20;20;10;20;10;10;10
lola cosmetics low poo;BRL;30;0%;-25%;Alto;100;0,24;0,88;;;;;;30;30;40;20;30;30;20;20;30;30;30;30
lola cosmetics comprar;BRL;90;-50%;-88%;Alto;100;0,77;2,83;;;;;;110;170;210;140;110;90;110;70;50;40;70;20
lola cosmetics revenda;BRL;40;-29%;25%;Alto;100;0,29;1,54;;;;;;40;30;20;30;30;50;50;50;50;70;50;50
lola cosmetics preço;BRL;30;-80%;-80%;Alto;100;0,24;0,79;;;;;;40;40;30;30;50;20;40;30;30;50;20;10
lola cosmetics atacado;BRL;70;-44%;-44%;Alto;99;0,3;1,09;;;;;;70;70;50;70;50;50;90;110;70;90;90;50
sac lola cosmetics;BRL;30;-60%;-33%;Alto;100;0,23;0,54;;;;;;20;20;30;30;20;20;30;30;20;50;30;20
creme santa lolla;BRL;140;24%;271%;Alto;100;0,3;0,78;;;;;;70;110;110;90;90;170;140;110;170;210;210;260
distribuidora lola cosmetics;BRL;40;-33%;-86%;Alto;100;0,26;1,32;;;;;;70;50;70;50;30;40;40;30;20;30;30;20
produtos lola cosmetics promoção;BRL;70;0%;-93%;Alto;100;0,82;2,42;;;;;;390;70;50;40;40;50;70;20;10;10;10;10
creme de cabelo da lola;BRL;50;133%;75%;Alto;100;0,25;0,54;;;;;;70;40;70;40;40;50;50;40;40;30;50;70
living lola;BRL;40;-20%;100%;Alto;100;0,26;2,17;;;;;;10;30;20;20;10;50;40;50;50;50;30;40
maquiagem lola;BRL;40;-50%;-50%;Alto;100;0,24;0,88;;;;;;40;70;40;40;20;40;70;70;20;40;30;20
lola infantil;BRL;90;-18%;367%;Alto;99;0,26;1,15;;;;;;40;30;40;40;30;70;90;170;170;170;170;140
revendedora lola cosmetics;BRL;30;0%;-40%;Alto;100;0,25;1,4;;;;;;30;30;30;20;30;40;40;50;30;30;30;30
creme de tratamento lola;BRL;70;0%;0%;Alto;100;0,25;0,83;;;;;;70;70;50;70;50;90;50;50;70;70;40;70
fornecedor lola cosmetics;BRL;30;-33%;-50%;Alto;100;0,26;1,02;;;;;;30;30;20;50;20;30;30;20;30;30;40;20
maquiagem lola cosmetics;BRL;70;-40%;-67%;Alto;100;0,25;0,82;;;;;;90;110;70;40;40;50;90;110;70;50;40;30
lola shampoo;BRL;1000;0%;0%;Alto;100;0,25;1,51;;;;;;1000;1000;1000;880;880;1300;1600;1300;1300;1000;1000;1000
produtos lola promoção;BRL;40;-50%;-50%;Alto;100;0,51;1,29;;;;;;20;50;50;50;70;70;70;30;40;20;10;10
shampoo em barra lola cosmetics;BRL;170;-19%;∞;Alto;100;0,29;1,13;;;;;;0;0;0;0;0;480;390;210;260;260;320;210
lola cosmetics promoção;BRL;170;-47%;-36%;Alto;100;0,44;2,07;;;;;;140;390;140;170;170;170;140;170;140;170;90;90
lola leave in;BRL;170;24%;50%;Alto;100;0,29;1,26;;;;;;90;140;140;90;90;140;140;210;210;170;210;210
lola cosmetics distribuidor;BRL;10;0%;-50%;Alto;100;0,24;2,23;;;;;;10;10;20;20;10;20;30;30;20;10;10;10
shampoo low poo lola;BRL;50;-40%;-73%;Alto;100;0,24;1,71;;;;;;70;50;50;50;40;50;50;40;50;50;40;30
levin lola;BRL;50;22%;120%;Alto;100;0,34;2,27;;;;;;30;40;40;40;20;50;40;50;70;90;110;110
lola cosmetics shampoo em barra;BRL;140;0%;∞;Alto;100;0,27;1,24;;;;;;0;0;0;0;0;210;260;260;260;210;320;210
máscaras lola cosmetics;BRL;480;-18%;-18%;Alto;100;0,25;1,01;;;;;;390;480;480;480;390;720;480;480;390;390;320;320
máscaras da lola;BRL;720;-18%;22%;Alto;100;0,25;0,73;;;;;;480;590;590;480;590;720;720;590;880;880;720;720
lola promoção;BRL;50;-40%;0%;Alto;100;0,58;1,67;;;;;;40;110;50;30;40;90;30;20;40;50;40;30
shampoo e condicionador lola;BRL;590;0%;51%;Alto;100;0,34;1,19;;;;;;480;590;590;480;590;720;880;720;720;590;720;590
lola mascara;BRL;480;0%;23%;Alto;100;0,26;1,11;;;;;;390;480;390;320;320;480;480;480;390;480;590;480
lola cosmetics maquiagem;BRL;70;-50%;-78%;Alto;100;0,25;0,73;;;;;;70;70;70;50;40;40;140;110;70;40;40;20
lola cosmetics é bom;BRL;320;-33%;86%;Alto;100;0,32;1,85;;;;;;140;210;210;260;260;390;390;390;320;390;320;260
mascara santa lolla;BRL;70;0%;0%;Alto;100;0,29;0,88;;;;;;70;90;90;70;90;70;90;70;70;70;70;70
lola cosmetics porto;BRL;10;-100%;0%;Desconhecido;;;;;;;;;0;0;0;0;0;10;0;0;0;10;10;0
mascaras da lola;BRL;720;-18%;22%;Alto;100;0,25;0,73;;;;;;480;590;590;480;590;720;720;590;880;880;720;720
lola shampoo e condicionador;BRL;210;-33%;56%;Alto;100;0,26;1,16;;;;;;90;110;140;140;260;320;390;320;210;210;170;140
mascara de cabelo lola;BRL;140;0%;55%;Alto;100;0,29;1,05;;;;;;110;140;140;90;90;140;140;140;170;170;210;170
lola em promoção;BRL;30;-50%;-86%;Alto;100;0,4;2,48;;;;;;70;50;40;40;20;30;10;30;10;20;10;10
produtos lola é bom;BRL;40;67%;25%;Alto;100;0,25;1,44;;;;;;30;40;50;50;50;50;70;40;20;30;40;50
marca lola é boa;BRL;40;50%;0%;Alto;100;0,27;1,05;;;;;;20;40;40;50;40;50;40;30;30;20;30;30
lola shampoo em barra;BRL;320;23%;5800%;Alto;100;0,24;1,11;;;;;;10;20;10;10;10;590;480;480;480;480;720;590
mascara lola cosmetics;BRL;480;-18%;-18%;Alto;100;0,25;1,01;;;;;;390;480;480;480;390;720;480;480;390;390;320;320
lola oficial;BRL;30;0%;50%;Alto;89;0,24;0,76;;;;;;30;30;40;30;20;30;30;10;10;30;20;30
máscaras lola;BRL;2900;0%;24%;Alto;100;0,34;1,18;;;;;;2400;2900;2900;2400;2900;2900;3600;2900;2900;3600;3600;3600
lola no poo;BRL;30;50%;-40%;Alto;100;0,31;0,93;;;;;;50;40;30;20;30;40;40;40;20;20;30;30
melhor shampoo lola;BRL;50;-44%;0%;Alto;100;0,45;1,78;;;;;;30;50;40;30;40;40;50;50;50;90;40;50
melhores produtos lola;BRL;70;0%;40%;Alto;100;0,45;1,75;;;;;;70;70;40;50;70;90;90;70;70;70;70;70
lola cosmetics mascaras;BRL;170;-18%;0%;Alto;100;0,25;1,04;;;;;;140;140;110;140;110;170;210;210;140;170;140;140
melhor mascara da lola;BRL;30;0%;0%;Alto;100;0,38;3,26;;;;;;30;40;20;10;20;30;40;20;30;30;20;30
lola shampoo barra;BRL;50;0%;∞;Alto;100;0,27;1,35;;;;;;0;0;0;0;0;110;70;70;70;70;90;70
mascaras lola;BRL;2900;0%;24%;Alto;100;0,34;1,18;;;;;;2400;2900;2900;2400;2900;2900;3600;2900;2900;3600;3600;3600
lola máscara;BRL;170;-19%;0%;Alto;100;0,24;0,86;;;;;;140;170;170;140;210;210;260;170;170;210;210;170
creme hidratacao lola;BRL;260;-19%;-34%;Alto;100;0,39;2,17;;;;;;260;260;260;210;140;260;260;260;320;260;260;210
produtos da lola para cabelos crespos;BRL;30;0%;-60%;Alto;100;0,37;0,88;;;;;;20;50;90;40;40;50;20;30;30;20;20;20
produtos lola para cabelos crespos;BRL;50;-57%;0%;Alto;100;0,24;0,71;;;;;;50;70;40;70;30;40;30;30;90;70;30;30
creme de hidratação da lola;BRL;140;0%;-18%;Alto;100;0,49;2,31;;;;;;140;140;140;110;90;170;140;170;170;140;110;140
lola cosmetics park shopping;BRL;30;200%;-57%;Alto;76;;;;;;;;70;70;40;30;20;30;20;40;20;10;30;30
máscara da lola;BRL;720;-18%;22%;Alto;100;0,25;0,73;;;;;;480;590;590;480;590;720;720;590;880;880;720;720
produtos da lola é bom;BRL;40;-60%;0%;Alto;100;0,26;1,08;;;;;;20;30;40;30;40;40;50;50;70;50;50;20
leave in lola;BRL;720;-12%;126%;Alto;100;0,37;1,11;;;;;;390;390;480;480;390;590;720;720;720;1000;1000;880
lola produtos para cabelos cacheados;BRL;30;-67%;-75%;Alto;100;0,59;2,48;;;;;;30;30;30;30;30;20;40;40;50;30;20;10
melhores produtos da lola;BRL;30;-25%;0%;Alto;100;0,26;2,27;;;;;;20;20;10;30;20;40;30;50;20;40;30;30
máscara lola;BRL;2900;0%;24%;Alto;100;0,34;1,18;;;;;;2400;2900;2900;2400;2900;2900;3600;2900;2900;3600;3600;3600
shampoo e condicionador lola cosmetics;BRL;90;-18%;250%;Alto;100;0,27;0,94;;;;;;70;40;50;50;50;90;90;110;110;170;140;140
lola cosmetics usa;BRL;10;∞;0%;Alto;100;;;;;;;;10;10;10;10;10;10;10;10;10;0;10;10
shampoo e condicionador da lola;BRL;50;40%;75%;Alto;100;0,29;0,79;;;;;;30;40;50;40;50;70;70;70;50;50;110;70
lola cosmetics shampoo e condicionador;BRL;90;0%;0%;Alto;100;0,26;1;;;;;;70;70;50;70;90;90;140;110;70;70;70;70
lola atacado;BRL;50;-82%;-33%;Alto;97;0,24;1,44;;;;;;20;50;50;170;70;70;50;30;20;110;50;20
shampoo em barra lola;BRL;1600;21%;1971%;Alto;100;0,26;1,02;;;;;;90;90;50;90;110;1900;2400;1900;2400;2400;3600;2900
lola creme hidratação;BRL;40;-57%;-25%;Alto;100;0,39;2,17;;;;;;40;50;40;30;40;20;40;30;70;70;30;30
mascara capilar lola;BRL;260;-34%;0%;Alto;100;0,3;1,03;;;;;;210;260;210;210;170;210;260;210;210;320;320;210
máscara capilar lola;BRL;260;-34%;0%;Alto;100;0,3;1,03;;;;;;210;260;210;210;170;210;260;210;210;320;320;210
creme hidratação lola;BRL;260;-19%;-34%;Alto;100;0,39;2,17;;;;;;260;260;260;210;140;260;260;260;320;260;260;210
creme de hidratação lola;BRL;590;0%;0%;Alto;100;0,39;2,19;;;;;;590;590;590;590;480;590;720;720;720;720;720;720
shampoo lola low poo;BRL;30;100%;-60%;Alto;100;0,24;0,7;;;;;;40;40;50;10;20;40;40;30;30;10;10;20
gelatina lola cosmetics;BRL;50;-71%;-71%;Alto;100;0,24;0,73;;;;;;50;90;70;70;40;40;70;70;70;70;40;20
lola cosmetics opiniões;BRL;10;0%;∞;Alto;100;;;;;;;;10;10;10;10;0;10;10;10;0;10;10;10
mascara de hidratação lola cosmetics;BRL;140;50%;24%;Alto;100;0,33;1,17;;;;;;70;110;210;110;110;170;170;110;90;140;140;210
lola cabelos cacheados;BRL;590;0%;23%;Alto;100;0,25;0,93;;;;;;480;480;590;480;480;590;720;720;590;590;480;590
creme lola hidratação;BRL;140;21%;21%;Alto;100;0,5;2,18;;;;;;110;110;140;140;170;110;140;90;90;140;170;170
lola creme de hidratação;BRL;140;-18%;0%;Alto;100;0,48;2,31;;;;;;140;140;170;110;140;140;170;170;140;170;170;140
melhores produtos lola cosmetics;BRL;30;0%;50%;Alto;100;0,25;2,22;;;;;;30;30;20;30;10;40;30;20;30;30;20;30
melhores mascaras da lola;BRL;40;75%;133%;Alto;100;0,38;2,75;;;;;;30;40;30;40;40;40;50;50;30;40;30;70
melhores mascaras lola;BRL;30;0%;-25%;Alto;99;0,63;1,18;;;;;;20;30;30;40;30;30;50;30;30;30;50;30
mascara cabelo lola;BRL;30;0%;0%;Alto;100;0,26;1;;;;;;30;50;40;30;20;30;40;30;40;30;30;30
creme de hidratacao lola;BRL;590;0%;0%;Alto;100;0,39;2,19;;;;;;590;590;590;590;480;590;720;720;720;720;720;720
lola cosmetics máscara de hidratação;BRL;40;40%;-22%;Alto;100;0,31;1,28;;;;;;30;40;40;20;30;50;40;30;40;50;50;70
lola cosmetics frete gratis;BRL;40;-71%;-60%;Alto;100;0,45;1,62;;;;;;30;70;90;20;30;20;50;30;30;70;20;20
lola colors;BRL;50;0%;-64%;Alto;96;0,27;1,53;;;;;;70;70;50;40;50;70;50;50;50;40;50;40
máscara de hidratação lola;BRL;720;0%;-18%;Alto;100;0,33;1,13;;;;;;720;720;720;720;590;720;880;720;720;720;720;720
melhor mascara lola;BRL;30;0%;0%;Alto;100;0,71;2,19;;;;;;20;30;10;20;20;40;30;20;30;30;30;30
shampoo barra lola;BRL;210;0%;3800%;Alto;100;0,28;1,37;;;;;;20;10;20;20;10;320;320;260;320;390;390;390
máscara de hidratação da lola;BRL;110;27%;0%;Alto;100;0,36;1,14;;;;;;140;70;110;90;90;110;140;140;140;110;110;140
mascara de tratamento lola;BRL;70;29%;29%;Alto;100;0,25;0,99;;;;;;70;90;50;70;50;70;90;70;50;70;90;90
produtos lola cachos;BRL;210;-33%;-33%;Alto;100;0,38;1,55;;;;;;170;260;260;170;170;210;210;210;210;210;210;140
linha lola cachos;BRL;210;-34%;24%;Alto;100;0,25;0,82;;;;;;140;140;140;210;170;260;320;210;260;320;210;210
levin da lola;BRL;40;0%;67%;Alto;100;0,25;1,11;;;;;;20;20;40;50;30;30;40;50;40;50;70;50
mascara hidratação lola;BRL;390;0%;0%;Alto;100;0,36;1,32;;;;;;390;390;320;320;320;390;480;390;320;390;390;390
linha lola cabelos cacheados;BRL;40;-20%;0%;Alto;100;0,26;0,74;;;;;;40;40;50;30;10;30;50;40;50;50;40;40
creme de pentear morte subita;BRL;70;29%;125%;Alto;100;0,29;0,67;;;;;;50;90;70;70;70;90;70;70;110;70;90;90
melhores produtos da lola para cabelos cacheados;BRL;140;0%;0%;Alto;100;0,45;1,54;;;;;;170;210;140;140;140;170;170;140;140;140;110;140
linha lola para cabelos cacheados;BRL;40;33%;-20%;Alto;100;0,35;1,22;;;;;;30;70;50;40;30;20;20;40;40;30;50;40
linha da lola para cabelos cacheados;BRL;50;0%;25%;Alto;98;0,24;0,64;;;;;;50;50;50;50;40;40;50;40;50;50;70;50
mascara de hidratacao lola;BRL;720;0%;-18%;Alto;100;0,33;1,13;;;;;;720;720;720;720;590;720;880;720;720;720;720;720
linha lola para cachos;BRL;40;100%;-43%;Alto;100;0,24;0,67;;;;;;40;40;50;40;40;70;40;40;40;20;50;40
loa cosmeticos;BRL;90;-22%;133%;Alto;80;0,53;1,37;;;;;;40;70;50;110;90;70;110;110;90;90;90;70
shampoo da lola cosmetics;BRL;50;-50%;-50%;Alto;100;;;;;;;;30;20;30;30;40;70;140;90;40;20;50;10
gelatina lola;BRL;90;-18%;29%;Alto;100;0,25;0,73;;;;;;40;90;70;70;70;110;140;90;110;110;110;90
mascara hidratacao lola;BRL;390;0%;0%;Alto;100;0,36;1,32;;;;;;390;390;320;320;320;390;480;390;320;390;390;390
shampoo lola é bom;BRL;30;-33%;0%;Alto;97;1,05;2,35;;;;;;30;50;40;50;50;20;30;30;20;30;30;20
produtos lola para cachos;BRL;110;-82%;-82%;Alto;100;0,32;1,55;;;;;;140;140;140;140;70;90;90;110;90;110;110;20
mascara lola hidratação;BRL;210;-19%;-19%;Alto;100;0,34;1,18;;;;;;260;260;140;170;140;210;260;210;260;320;260;260
lola cosmetics piracicaba;BRL;40;50%;-25%;Alto;100;0,33;1,61;;;;;;70;50;90;40;50;40;20;20;40;20;40;30
loá cosmeticos;BRL;90;-22%;133%;Alto;80;0,53;1,37;;;;;;40;70;50;110;90;70;110;110;90;90;90;70
lola cosmetics lisboa;BRL;10;0%;0%;Desconhecido;;;;;;;;;0;10;0;0;0;0;0;0;0;0;10;0
produtos da lola para cabelos cacheados;BRL;210;-19%;-35%;Alto;100;0,26;1,01;;;;;;210;110;170;170;170;210;260;210;210;210;260;170
shampoo da lola;BRL;320;-19%;-19%;Alto;100;0,3;0,73;;;;;;320;320;260;320;260;320;390;320;320;320;320;260
shampoo lola cosmetics;BRL;390;-18%;-18%;Alto;100;0,28;1,68;;;;;;390;390;320;320;320;390;480;390;480;390;390;320
lola cosmetics cabelo cacheado;BRL;90;-22%;0%;Alto;100;0,24;1,43;;;;;;70;70;70;90;90;90;110;90;70;90;90;70
lola cosmetics shampoo;BRL;260;0%;53%;Alto;100;0,27;1,35;;;;;;260;210;170;210;210;260;390;260;210;260;210;260
produtos lola para cabelos cacheados;BRL;480;0%;-19%;Alto;100;0,27;1,53;;;;;;390;320;320;590;480;590;720;590;260;480;480;480
produtos lola resenha;BRL;20;0%;-50%;Alto;100;;;;;;;;20;30;20;20;30;20;30;20;20;10;10;10
cronograma capilar lola para cabelos cacheados;BRL;40;-67%;-86%;Alto;98;;;;;;;;50;50;50;50;40;50;50;20;70;30;30;10
mascara hidratante lola cosmetics;BRL;40;50%;-25%;Alto;100;0,57;1,97;;;;;;30;50;20;30;50;50;50;30;30;20;40;30
lola para cabelos cacheados;BRL;260;0%;0%;Alto;100;0,26;0,84;;;;;;210;260;260;210;170;260;320;320;210;260;210;260
lola mascara de hidratação;BRL;260;-19%;24%;Alto;100;0,33;1,35;;;;;;170;320;320;320;320;210;320;260;210;320;140;260
cremes da lola para cabelos cacheados;BRL;110;-35%;0%;Alto;100;0,26;0,9;;;;;;90;70;90;110;70;70;140;110;70;170;140;110
