Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
código desconto holistix;BRL;40;0%;∞;Médio;35;0,42;98,85;;;;;;0;50;50;70;40;50;90;20;10;10;10;10
raspador de lingua em cobre;BRL;40;33%;300%;Alto;100;0,87;2,39;;;;;;40;20;30;40;30;40;70;30;50;30;40;40
raspador de língua ayurveda comprar;BRL;30;-67%;0%;Alto;100;0,3;0,82;;;;;;20;50;30;40;30;50;20;30;20;30;10;10
limpador de língua cobre;BRL;210;52%;88%;Alto;100;0,41;1,71;;;;;;170;170;170;210;210;260;210;320;260;210;260;320
raspador de lingua prata;BRL;50;40%;0%;Alto;100;0,59;3,04;;;;;;50;30;50;90;50;50;70;50;50;50;70;70
raspador lingua cobre;BRL;390;23%;129%;Alto;100;0,64;3,36;;;;;;210;260;210;320;320;320;390;480;480;390;390;480
raspador de língua ayurveda;BRL;590;-19%;23%;Alto;100;0,35;1,42;;;;;;390;480;390;720;590;720;720;720;590;590;480;480
limpador de língua de cobre;BRL;1000;30%;120%;Alto;100;0,39;1,34;;;;;;590;720;590;880;880;1000;880;1300;1300;1000;1000;1300
escova seca para o corpo;BRL;40;-50%;-80%;Alto;100;0,26;1,07;;;;;;30;40;70;50;50;50;40;40;40;20;40;10
raspador de língua metal;BRL;90;29%;0%;Alto;100;0,45;2,22;;;;;;90;90;50;90;90;110;90;50;50;70;110;90
raspador de lingua de metal;BRL;70;-29%;-29%;Alto;100;0,32;2,05;;;;;;70;90;50;70;50;70;40;50;90;70;40;50
raspador língua;BRL;390;23%;85%;Alto;100;0,51;3,32;;;;;;320;320;390;390;480;390;320;390;390;390;480;480
limpador lingua cobre;BRL;110;0%;100%;Alto;100;0,44;2,05;;;;;;50;70;110;110;110;90;110;140;140;140;170;140
raspador de lingua;BRL;22200;0%;50%;Alto;100;0,44;2,33;;;;;;18100;22200;18100;22200;27100;27100;27100;27100;27100;27100;27100;27100
raspador de lingua ayurveda;BRL;590;-19%;23%;Alto;100;0,35;1,42;;;;;;390;480;390;720;590;720;720;720;590;590;480;480
escova para o corpo;BRL;50;33%;-20%;Alto;100;0,24;0,77;;;;;;50;50;50;90;70;50;30;50;50;30;50;40
raspador de lingua metal;BRL;90;29%;0%;Alto;100;0,45;2,22;;;;;;90;90;50;90;90;110;90;50;50;70;110;90
limpador de lingua de cobre;BRL;1000;30%;120%;Alto;100;0,39;1,34;;;;;;590;720;590;880;880;1000;880;1300;1300;1000;1000;1300
raspador de lingua comprar;BRL;30;-33%;0%;Alto;100;0,52;2,48;;;;;;20;50;30;40;40;40;40;30;30;30;40;20
comprar raspador de lingua;BRL;50;25%;67%;Alto;100;0,46;3,92;;;;;;40;30;30;40;70;50;50;50;40;40;30;50
cupom primeira compra holistix;BRL;20;200%;∞;Baixo;24;1,36;119,72;;;;;;0;0;0;70;30;50;40;20;20;10;10;30
raspador de língua qual o melhor;BRL;40;50%;-79%;Alto;100;0,8;3,61;;;;;;70;90;40;50;30;40;20;20;30;20;20;30
raspador de lingua inox;BRL;590;-18%;23%;Alto;100;0,46;2,15;;;;;;590;590;390;590;590;720;590;720;590;720;590;590
raspador de língua inox;BRL;590;-18%;23%;Alto;100;0,46;2,15;;;;;;590;590;390;590;590;720;590;720;590;720;590;590
raspador de lingua cobre ayurveda;BRL;40;80%;∞;Alto;100;0,38;1,18;;;;;;0;0;0;0;0;50;70;70;90;50;50;90
raspador de lingua de inox;BRL;50;0%;40%;Alto;100;0,45;2,31;;;;;;70;40;40;50;40;30;40;50;40;70;70;70
qual o melhor raspador de lingua;BRL;70;29%;200%;Alto;99;0,46;1,48;;;;;;30;40;40;20;50;70;90;70;70;70;90;90
escova corpo;BRL;30;300%;0%;Alto;100;;;;;;;;20;20;20;30;20;40;40;30;20;10;20;40
escova para corpo;BRL;50;25%;-29%;Alto;100;0,13;0,44;;;;;;40;40;30;50;50;50;50;50;90;40;30;50
escova corporal;BRL;590;0%;-33%;Alto;100;0,23;0,71;;;;;;720;590;480;590;480;480;480;590;590;590;590;590
guia da rotina holistix;BRL;30;-50%;∞;Alto;83;;;;;;;;0;50;40;30;10;40;50;20;30;20;20;10
raspador lingua inox;BRL;30;-20%;33%;Alto;100;0,65;3,41;;;;;;70;20;20;70;40;20;20;20;20;50;20;40
escova de corpo;BRL;90;75%;-22%;Alto;100;;;;;;;;70;110;90;70;70;140;70;70;70;40;110;70
qual melhor raspador de lingua;BRL;40;0%;150%;Alto;100;0,52;2,25;;;;;;30;20;20;30;20;40;70;50;50;50;50;50
escova cerdas naturais corpo;BRL;50;-40%;-67%;Alto;100;0,25;0,85;;;;;;90;70;50;70;70;50;30;50;40;50;90;30
limpador de lingua ayurveda;BRL;70;-29%;-29%;Alto;100;0,35;1,04;;;;;;70;70;50;50;70;110;140;110;70;70;70;50
holistix cupom;BRL;110;0%;175%;Médio;39;0,85;104,37;;;;;;70;70;50;110;140;110;140;140;140;110;110;110
melhor raspador de lingua;BRL;90;22%;57%;Alto;100;0,44;3,15;;;;;;50;50;50;70;70;110;90;110;110;90;90;110
raspadores de língua;BRL;22200;0%;50%;Alto;100;0,44;2,33;;;;;;18100;22200;18100;22200;27100;27100;27100;27100;27100;27100;27100;27100
limpador de lingua metal;BRL;30;-25%;0%;Alto;100;0,43;1,18;;;;;;10;50;30;30;20;40;30;30;40;40;30;30
cupom holistix;BRL;210;-35%;240%;Baixo;32;0,84;102,13;;;;;;70;110;140;210;140;260;260;260;260;260;210;170
escova corporal cerdas naturais;BRL;140;0%;-33%;Alto;100;0,25;1,06;;;;;;210;170;170;110;140;110;140;140;140;140;140;140
limpador de lingua de metal;BRL;30;67%;67%;Alto;100;0,35;1,74;;;;;;20;50;20;50;30;40;10;30;30;30;30;50
raspador de língua de cobre benefícios;BRL;140;0%;120%;Alto;100;0,74;2,61;;;;;;70;90;90;140;170;170;210;210;170;110;110;110
escovagem a seco;BRL;140;22%;0%;Alto;100;0,31;1,84;;;;;;90;170;140;140;140;170;110;170;140;90;90;110
beneficios do raspador de lingua;BRL;40;0%;400%;Alto;96;0,54;2,18;;;;;;10;10;10;20;40;40;50;70;50;50;50;50
limpador língua;BRL;260;0%;0%;Alto;100;0,56;2,46;;;;;;260;260;210;320;320;320;260;260;260;260;320;260
raspador de lingua aço inox;BRL;70;-44%;0%;Alto;100;0,52;2,36;;;;;;50;70;40;90;50;70;90;110;70;90;90;50
raspador de lingua aço;BRL;30;0%;0%;Alto;100;0,81;4,13;;;;;;20;30;20;30;30;50;20;20;30;20;10;20
limpador de língua inox;BRL;210;52%;23%;Alto;100;0,45;1,29;;;;;;260;170;170;210;170;210;260;170;210;210;210;320
limpador lingua;BRL;260;0%;0%;Alto;100;0,56;2,46;;;;;;260;260;210;320;320;320;260;260;260;260;320;260
holistix cupom de desconto;BRL;30;-71%;∞;Médio;43;0,82;66,85;;;;;;0;0;0;30;40;50;50;70;30;70;30;20
raspador de língua preço;BRL;70;0%;0%;Alto;100;0,32;1,13;;;;;;50;70;40;50;50;70;50;70;50;70;90;70
limpador de língua;BRL;14800;0%;0%;Alto;100;0,36;1,4;;;;;;14800;14800;14800;14800;18100;18100;18100;14800;14800;14800;18100;14800
limpador de lingua de inox;BRL;30;-50%;-50%;Alto;100;0,25;0,75;;;;;;40;10;20;50;30;50;30;30;20;20;30;10
raspador de lingua funciona;BRL;30;25%;150%;Alto;100;0,65;4,97;;;;;;10;10;30;20;30;30;30;40;30;40;50;50
raspador de lingua de plastico;BRL;40;0%;∞;Alto;100;0,33;2,88;;;;;;0;0;0;40;40;70;50;50;40;40;50;40
raspador de língua benefícios;BRL;90;21%;467%;Alto;99;0,57;2,42;;;;;;30;40;40;50;50;110;110;140;140;140;140;170
raspador de lingua plastico;BRL;110;-21%;120%;Alto;100;0,5;3,32;;;;;;40;40;40;70;90;140;90;140;170;140;140;110
limpador de lingua aço inox;BRL;50;-20%;0%;Alto;100;0,5;1,09;;;;;;40;30;30;50;70;70;70;50;70;50;70;40
melhor limpador de língua;BRL;110;57%;22%;Alto;100;0,43;1,18;;;;;;140;170;90;110;110;110;110;90;90;70;140;110
raspador de lingua preço;BRL;70;0%;0%;Alto;100;0,32;1,13;;;;;;50;70;40;50;50;70;50;70;50;70;90;70
beneficios raspador de lingua;BRL;20;33%;∞;Alto;98;0,6;3,59;;;;;;0;0;0;0;0;0;40;30;50;30;40;40
raspador de lingua beneficios;BRL;90;21%;467%;Alto;99;0,57;2,42;;;;;;30;40;40;50;50;110;110;140;140;140;140;170
pq raspar a lingua;BRL;260;23%;129%;Alto;83;0,56;1,59;;;;;;170;170;110;170;210;320;320;320;320;260;320;320
raspador de lingua infantil;BRL;140;-19%;320%;Alto;100;0,4;2,65;;;;;;40;70;70;90;140;110;140;170;210;260;260;210
raspadores linguais;BRL;40;50%;-40%;Alto;100;0,51;2,44;;;;;;30;70;70;40;40;50;30;30;30;20;30;30
quais os benefícios de raspar a língua;BRL;30;0%;∞;Médio;56;;;;;;;;0;0;0;40;30;40;40;50;70;50;30;50
raspar lingua;BRL;320;0%;53%;Alto;100;0,54;2,31;;;;;;210;210;210;320;260;480;320;320;390;260;320;260
limpador de língua qual o melhor;BRL;30;0%;-40%;Alto;100;0,34;1,05;;;;;;40;40;20;40;30;30;20;40;30;30;10;30
raspar a lingua de manha;BRL;50;-50%;-50%;Alto;82;;;;;;;;30;50;20;50;30;50;90;70;50;40;40;20
pq raspar a lingua de manha;BRL;70;-64%;300%;Baixo;25;;;;;;;;30;40;10;90;50;70;90;110;140;110;30;40
raspagem de língua;BRL;210;-19%;21%;Alto;93;0,7;2,89;;;;;;170;140;170;210;390;260;260;170;210;210;210;170
limpador de lingua;BRL;14800;0%;0%;Alto;100;0,36;1,4;;;;;;14800;14800;14800;14800;18100;18100;18100;14800;14800;14800;18100;14800
higienizador de lingua;BRL;320;0%;23%;Alto;100;0,4;1,53;;;;;;320;260;260;320;320;320;320;320;260;320;260;320
benefícios raspar a lingua;BRL;110;27%;100%;Alto;95;0,61;1,64;;;;;;50;50;50;70;110;140;140;170;170;110;140;140
limpador de língua como usar;BRL;90;0%;40%;Alto;76;;;;;;;;90;70;90;70;110;110;90;90;90;70;90;70
raspagem da língua;BRL;320;24%;24%;Alto;76;0,65;2,26;;;;;;170;140;140;260;1000;320;260;260;260;210;210;260
raspar a lingua;BRL;1600;0%;90%;Alto;100;0,56;2,16;;;;;;1300;1000;1000;1600;1300;1900;1900;1900;2400;1900;1900;1900
qual o melhor limpador de lingua;BRL;70;100%;600%;Alto;100;0,34;1,24;;;;;;40;30;30;40;50;70;90;90;70;70;50;140
raspar a língua ayurveda;BRL;30;33%;0%;Alto;100;;;;;;;;40;20;10;20;20;40;40;40;30;30;30;40
raspagem de lingua;BRL;210;-19%;21%;Alto;93;0,7;2,89;;;;;;170;140;170;210;390;260;260;170;210;210;210;170
escovador de língua;BRL;720;22%;0%;Alto;100;0,33;1,68;;;;;;720;590;590;590;880;880;720;590;590;590;720;720
raspagem na lingua;BRL;70;-22%;75%;Baixo;11;;;;;;;;50;70;50;70;110;70;70;70;70;90;90;70
beneficios raspar a lingua;BRL;110;27%;100%;Alto;95;0,61;1,64;;;;;;50;50;50;70;110;140;140;170;170;110;140;140
higienizador de língua;BRL;320;0%;23%;Alto;100;0,4;1,53;;;;;;320;260;260;320;320;320;320;320;260;320;260;320
raspar a língua;BRL;110;-21%;57%;Alto;100;0,83;2,05;;;;;;70;90;70;90;90;140;110;110;170;140;110;110
ayurveda raspar a lingua;BRL;90;-36%;-22%;Alto;100;0,52;3,1;;;;;;110;70;70;90;70;90;140;140;110;110;70;70
escovador de lingua;BRL;720;22%;0%;Alto;100;0,33;1,68;;;;;;720;590;590;590;880;880;720;590;590;590;720;720
raspar a lingua ayurveda;BRL;170;21%;0%;Alto;100;0,38;1,85;;;;;;140;50;70;110;90;170;260;320;320;140;90;170
limpador lingual;BRL;260;0%;24%;Alto;100;0,41;1,4;;;;;;210;320;260;210;320;260;320;260;260;260;260;260
limpador de lingua infantil;BRL;390;23%;50%;Alto;100;0,22;1,22;;;;;;390;320;390;390;480;480;480;320;390;390;480;480
escova de dente com limpador de lingua;BRL;70;-20%;-20%;Alto;100;0,85;5,37;;;;;;70;50;40;90;50;110;70;90;90;50;40;40
raspar lingua ayurveda;BRL;70;25%;-44%;Alto;100;0,63;1,26;;;;;;90;40;50;90;70;40;70;90;70;40;50;50
raspagem da lingua ayurveda;BRL;40;0%;150%;Alto;97;;;;;;;;20;20;20;30;30;50;50;30;50;50;40;50
escova de língua;BRL;1300;0%;0%;Alto;100;0,33;2,56;;;;;;1300;1300;1300;1300;1300;1600;1600;1300;1600;1300;1300;1300
raspagem de lingua beneficios;BRL;30;-29%;∞;Alto;86;0,49;1,39;;;;;;0;0;0;0;50;50;20;20;20;70;40;50
raspagem lingua;BRL;70;80%;80%;Alto;96;1,01;2,91;;;;;;70;50;40;50;50;90;70;70;90;50;70;90
escova com limpador de lingua;BRL;90;0%;0%;Alto;100;0,32;1,41;;;;;;90;90;90;90;110;140;110;90;90;70;70;70
raspagem de lingua ayurveda;BRL;30;0%;-50%;Alto;95;0,64;1,03;;;;;;40;30;10;30;20;30;40;50;50;20;10;20
benefícios de raspar a língua;BRL;140;0%;200%;Alto;70;0,43;1,36;;;;;;70;70;70;110;110;110;140;140;210;210;260;210
raspar a lingua benefícios;BRL;50;-40%;50%;Médio;66;1;1,86;;;;;;50;20;20;40;20;50;70;50;90;50;70;30
beneficios de limpar a lingua;BRL;20;-33%;∞;Alto;88;;;;;;;;0;0;0;30;30;30;30;30;30;30;40;20
limpar a lingua ayurveda;BRL;20;50%;50%;Alto;99;0,45;3,09;;;;;;30;20;10;40;20;40;20;20;30;20;20;30
raspador de língua caseiro;BRL;590;0%;125%;Alto;88;0,73;1,83;;;;;;320;390;390;480;590;720;720;720;590;720;720;720
limpeza da lingua ayurveda;BRL;30;0%;-33%;Alto;100;;;;;;;;20;20;20;20;20;50;40;50;40;20;30;20
beneficios de raspar a lingua;BRL;260;-19%;53%;Alto;82;0,55;1,34;;;;;;170;140;140;170;210;320;320;320;390;320;320;260
beneficio de raspar a lingua;BRL;30;0%;-67%;Alto;95;;;;;;;;30;30;20;30;30;50;40;40;30;10;10;10
leite de coco;BRL;40500;-18%;-18%;Alto;100;0,4;2,85;;;;;;40500;33100;33100;40500;33100;49500;40500;40500;40500;40500;33100;33100
raspar a lingua medicina ayurveda;BRL;20;-67%;∞;Alto;94;;;;;;;;0;0;0;0;0;40;40;30;30;30;10;10
escova de lingua;BRL;1300;0%;0%;Alto;100;0,33;2,56;;;;;;1300;1300;1300;1300;1300;1600;1600;1300;1600;1300;1300;1300
raspagem da lingua;BRL;320;24%;24%;Alto;76;0,65;2,26;;;;;;170;140;140;260;1000;320;260;260;260;210;210;260
limpa linguas;BRL;880;0%;0%;Alto;100;0,27;1,03;;;;;;880;720;720;880;880;1000;1000;880;880;880;1000;880
vantagens de raspar a lingua;BRL;10;-33%;∞;Alto;68;;;;;;;;0;0;0;0;0;0;30;10;30;30;30;20
limpador de lingua preço;BRL;140;22%;-35%;Alto;100;0,16;0,81;;;;;;170;140;140;140;110;170;110;140;140;90;110;110
benefício do leite de coco em pó;BRL;260;0%;24%;Alto;95;0,22;1,61;;;;;;260;210;210;210;210;260;260;260;260;260;320;260
raspador de lingua caseiro;BRL;590;0%;125%;Alto;88;0,73;1,83;;;;;;320;390;390;480;590;720;720;720;590;720;720;720
beneficios da raspagem da lingua;BRL;20;50%;∞;Baixo;7;;;;;;;;0;0;0;0;30;30;30;20;20;20;30;30
coco leite;BRL;90;-18%;-36%;Alto;83;;;;;;;;90;70;70;90;70;110;90;110;110;110;110;90
medicina ayurveda raspar a lingua;BRL;20;-50%;∞;Alto;100;;;;;;;;0;0;0;0;20;40;30;40;40;20;20;10
escova limpa lingua;BRL;30;0%;-25%;Alto;100;0,32;1,79;;;;;;30;30;20;40;20;30;30;20;20;30;20;30
leite de coco em;BRL;30;0%;-25%;Alto;97;0,28;2,87;;;;;;30;20;20;30;30;40;40;30;40;30;30;30
raspador de lingua needs;BRL;90;-18%;∞;Alto;100;0,55;1,16;;;;;;0;0;0;70;110;140;170;140;140;110;90;90
leite coco;BRL;1000;0%;0%;Alto;100;0,39;2,69;;;;;;1000;880;880;1000;1000;1300;1300;1000;1300;1000;1000;1000
leite e coco;BRL;40;25%;0%;Médio;54;;;;;;;;40;30;40;40;40;50;50;50;50;40;40;50
escova para a lingua;BRL;30;0%;-60%;Alto;100;0,33;2,6;;;;;;30;30;30;30;30;40;20;20;30;20;20;20
holistix instagram;BRL;30;-25%;50%;Baixo;3;;;;;;;;30;10;20;20;20;50;30;40;30;40;20;30
leite do coco;BRL;110;22%;-35%;Alto;100;;;;;;;;140;110;90;90;90;110;110;90;90;90;110;110
escova para língua;BRL;480;0%;0%;Alto;100;0,32;1,24;;;;;;590;590;480;480;480;590;480;480;480;480;480;480
de leite de coco;BRL;90;-36%;0%;Médio;55;;;;;;;;70;70;90;50;70;70;110;110;110;140;110;90
escova para limpar lingua;BRL;30;0%;0%;Alto;100;0,32;0,81;;;;;;20;30;20;40;30;30;40;30;30;30;30;30
higienizador lingual;BRL;70;29%;0%;Alto;100;0,47;1,63;;;;;;50;70;70;70;90;70;50;50;70;70;70;90
o leite de coco;BRL;50;-22%;40%;Médio;38;;;;;;;;50;70;40;30;40;50;50;90;70;90;70;70
tomar leite de coco;BRL;50;0%;-29%;Baixo;4;;;;;;;;50;70;50;70;50;70;70;50;70;50;70;50
leite com coco;BRL;90;0%;0%;Alto;70;;;;;;;;90;70;50;90;70;110;110;90;140;90;140;90
leite de coco é bom;BRL;40;0%;0%;Alto;76;;;;;;;;40;40;20;50;30;40;40;40;30;40;50;40
leite de coco tem leite;BRL;70;0%;0%;Baixo;14;;;;;;;;50;70;50;70;70;70;70;90;70;70;90;70
limpa lingua;BRL;880;0%;0%;Alto;100;0,27;1,03;;;;;;880;720;720;880;880;1000;1000;880;880;880;1000;880
leite de coco puro;BRL;90;0%;29%;Alto;100;0,46;2,94;;;;;;140;70;50;90;110;90;110;110;90;90;90;90
pode beber leite de côco;BRL;40;-40%;∞;Baixo;3;;;;;;;;30;30;30;40;30;50;50;30;40;50;50;30
pode tomar leite de coco;BRL;50;-29%;0%;Baixo;1;;;;;;;;70;30;40;40;50;70;40;40;50;70;40;50
leite de coco pode beber;BRL;30;0%;-25%;Médio;59;;;;;;;;30;30;20;50;40;50;50;30;30;30;30;30
receitas com leite de coco em pó;BRL;390;0%;-19%;Médio;60;1,6;3,62;;;;;;480;390;260;390;320;480;390;390;390;390;390;390
receitas com leite de coco em po;BRL;390;0%;-19%;Médio;60;1,6;3,62;;;;;;480;390;260;390;320;480;390;390;390;390;390;390
leite de coco gordura;BRL;30;-33%;-50%;Alto;67;;;;;;;;30;30;20;30;30;40;30;40;30;30;50;20
coco com leite;BRL;70;-22%;-22%;Baixo;3;;;;;;;;50;70;50;70;70;90;70;70;70;90;90;70
limpar a língua;BRL;110;56%;56%;Alto;84;0,3;1,15;;;;;;110;110;90;110;90;110;110;110;110;90;110;140
composição do leite de coco;BRL;50;67%;25%;Alto;74;;;;;;;;50;50;50;50;50;50;40;40;50;30;40;50
receita leite de coco em po;BRL;50;33%;-20%;Alto;100;0,96;5,86;;;;;;50;50;30;50;50;50;50;70;50;30;50;40
leite de côco em pó receitas;BRL;260;0%;-33%;Alto;93;0,74;2,5;;;;;;320;320;210;260;320;390;320;210;260;260;210;260
pode beber leite de coco;BRL;40;0%;-25%;Baixo;1;;;;;;;;30;40;30;20;40;50;30;40;40;30;40;30
coco de leite;BRL;50;-43%;-20%;Médio;36;;;;;;;;70;40;40;40;50;70;40;70;50;70;50;40
leite de coco faz bem;BRL;70;80%;29%;Baixo;6;;;;;;;;70;70;70;90;110;110;70;70;70;50;70;90
leite de coco para tomar;BRL;110;-36%;-18%;Alto;100;0,3;0,82;;;;;;90;110;110;110;110;140;140;140;110;140;140;90
escova para limpar a lingua;BRL;40;100%;0%;Alto;100;0,32;0,81;;;;;;40;30;40;30;30;30;40;50;30;20;50;40
posso tomar leite de coco;BRL;20;0%;0%;Baixo;0;;;;;;;;20;20;20;20;20;30;30;30;20;20;30;20
leite de coco é bom para saúde;BRL;210;0%;55%;Médio;61;;;;;;;;110;140;70;260;320;170;210;170;140;170;320;170
leite de coco tem gordura;BRL;40;25%;25%;Médio;48;;;;;;;;50;40;30;40;30;50;50;40;40;40;50;50
leite de coco com;BRL;30;0%;33%;Médio;49;;;;;;;;30;40;20;40;30;40;30;20;30;40;20;40
beber leite de coco;BRL;50;-25%;-57%;Alto;87;;;;;;;;50;50;50;50;50;50;50;30;50;40;40;30
composição leite de coco;BRL;40;25%;25%;Alto;100;;;;;;;;50;30;40;40;30;50;40;30;30;40;30;50
leite de coco nutrientes;BRL;30;0%;-25%;Médio;65;;;;;;;;40;40;20;40;40;40;40;30;40;30;30;30
produtos para limpar a língua;BRL;260;0%;129%;Alto;100;0,32;1,33;;;;;;260;260;210;260;260;320;260;260;260;320;320;320
leite de coco em pó vegano;BRL;140;0%;27%;Alto;100;0,33;3,24;;;;;;110;110;110;170;140;210;140;110;140;140;140;140
leite de coco tem açúcar;BRL;90;-22%;-50%;Médio;55;;;;;;;;110;90;70;90;90;110;110;90;140;90;110;70
coco tem leite;BRL;30;-33%;-33%;Baixo;0;;;;;;;;50;30;30;30;30;30;30;40;30;30;30;20
limpar a lingua;BRL;320;0%;-19%;Alto;96;0,33;0,94;;;;;;390;320;260;320;390;480;320;320;320;260;320;260
limpeza na lingua;BRL;30;100%;-33%;Alto;83;0,27;0,53;;;;;;20;20;30;30;20;30;40;30;20;10;40;20
limpeza da língua;BRL;260;0%;-34%;Alto;95;0,36;1,03;;;;;;260;260;170;210;260;320;260;210;260;210;210;210
leite de coco do bem;BRL;110;143%;0%;Alto;100;0,59;5,72;;;;;;170;170;90;90;90;90;70;70;70;70;90;170
produto para limpar lingua;BRL;40;50%;-25%;Alto;100;0,31;0,98;;;;;;30;30;40;30;30;50;30;50;50;20;40;30
produto para limpar a lingua;BRL;70;0%;29%;Alto;100;0,32;1,32;;;;;;70;90;90;70;70;90;70;70;50;90;70;90
receita golden milk em po;BRL;20;0%;-67%;Alto;86;;;;;;;;30;20;30;30;30;20;20;10;10;10;10;10
leite de coco composição;BRL;90;0%;-18%;Alto;75;;;;;;;;90;70;70;90;90;110;140;70;90;90;90;90
ingredientes leite de coco;BRL;50;0%;-20%;Alto;84;;;;;;;;40;40;40;70;50;50;50;50;40;40;50;40
lingua limpa;BRL;480;0%;0%;Médio;40;0,38;1,46;;;;;;390;390;390;390;590;590;390;480;390;390;390;390
toxinas na língua;BRL;20;250%;∞;Baixo;0;;;;;;;;0;0;0;0;0;0;0;0;50;40;30;140
golden milk receita;BRL;1300;-38%;-23%;Alto;100;0,01;0,7;;;;;;1300;1300;880;880;880;1300;1000;1300;1300;1600;1600;1000
golden milk em pó receita;BRL;20;-67%;-80%;Alto;100;;;;;;;;30;30;20;30;10;30;20;20;30;30;20;10
limpeza lingua;BRL;50;25%;-29%;Alto;96;0,36;1,26;;;;;;70;40;70;40;50;70;70;30;50;40;50;50
leite de coco tem cálcio;BRL;140;27%;0%;Baixo;4;0,73;2,86;;;;;;110;140;110;140;140;170;170;140;170;110;140;140
ingredientes do leite de coco;BRL;40;33%;-20%;Alto;87;;;;;;;;40;40;20;40;40;40;40;40;40;30;40;40
leite de coco brasil;BRL;10;100%;100%;Alto;100;;;;;;;;10;10;10;10;10;10;10;20;10;10;10;20
limpeza de lingua;BRL;110;-18%;-18%;Alto;100;0,38;1,23;;;;;;90;90;90;90;110;110;110;90;110;110;110;90
higienizar a lingua;BRL;30;50%;50%;Médio;51;0,39;0,97;;;;;;20;30;10;30;40;30;30;30;20;20;30;30
leite de coco só coco;BRL;390;-18%;0%;Alto;98;0,32;1,42;;;;;;260;260;320;320;390;480;390;320;480;390;320;320
qual melhor leite de coco;BRL;30;0%;0%;Alto;100;;;;;;;;20;10;30;20;30;40;40;40;50;30;50;30
limpeza da lingua;BRL;260;0%;-34%;Alto;95;0,36;1,03;;;;;;260;260;170;210;260;320;260;210;260;210;210;210
fazer leite de côco;BRL;480;0%;0%;Baixo;6;1,02;3,05;;;;;;390;390;320;480;480;590;590;480;480;480;480;480
