Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
higiene bucal natural;BRL;10;0%;0%;Alto;100;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
escova dental vegana;BRL;40;-40%;-40%;Alto;100;0,53;5,3;;;;;;30;30;40;20;20;50;50;50;30;50;20;30
escova de dente carvao;BRL;140;-19%;425%;Alto;100;0,42;5,31;;;;;;50;70;70;90;70;140;170;210;260;260;210;210
produtos para higiene dental;BRL;140;21%;0%;Alto;100;0,45;1,01;;;;;;170;140;110;90;140;170;210;140;170;140;210;170
creme dental com carvão;BRL;140;-18%;-57%;Alto;100;0,45;3,66;;;;;;210;170;170;140;90;110;90;110;90;110;110;90
creme dental curcuma;BRL;50;80%;200%;Alto;100;0,58;4,96;;;;;;50;40;30;90;40;40;40;40;40;50;70;90
creme dental carvão;BRL;320;-19%;-64%;Alto;100;0,86;2,68;;;;;;480;480;390;390;260;320;320;260;260;260;260;210
kit bucal;BRL;320;0%;23%;Alto;100;0,6;2,08;;;;;;260;210;260;210;320;320;260;320;320;320;320;320
creme dental de carvão;BRL;590;-19%;-61%;Alto;100;0,33;2,33;;;;;;880;720;720;720;590;590;720;590;480;480;480;390
kit de higiene bucal;BRL;480;0%;23%;Alto;100;0,59;1,87;;;;;;480;480;390;390;480;390;480;480;480;590;590;590
creme dental de carvão ativado;BRL;110;-22%;-59%;Alto;100;0,43;3,67;;;;;;170;110;110;110;110;90;90;110;140;90;90;70
linha capilar;BRL;390;-33%;-18%;Alto;100;0,57;1,75;;;;;;390;390;320;390;320;320;390;390;390;480;320;320
shampoo de linhaça;BRL;70;-43%;-71%;Alto;100;0,24;0,99;;;;;;70;140;110;110;70;90;70;70;50;70;50;40
escova dental carvao ativado;BRL;40;-43%;∞;Alto;100;0,29;5,25;;;;;;0;0;30;50;30;30;30;50;40;70;70;40
carvão ativado creme dental;BRL;90;-22%;-22%;Alto;100;0,29;5,18;;;;;;140;90;70;70;70;90;70;50;70;90;70;70
creme dental carvão ativado;BRL;880;-18%;-45%;Alto;100;0,32;2,49;;;;;;1000;1000;880;880;720;720;880;720;720;880;720;720
creme dental com carvão ativado;BRL;1000;-28%;-62%;Alto;100;0,29;1,64;;;;;;1900;1600;1600;1300;1000;1000;1000;880;880;1000;880;720
carvão ativado natural;BRL;20;100%;-33%;Alto;92;0,65;2,7;;;;;;20;10;10;20;20;30;40;10;20;10;10;20
escova de dentes carvão ativado;BRL;40;600%;133%;Alto;100;0,27;2,45;;;;;;20;30;40;40;30;40;50;30;40;10;90;70
creme dental com carvao ativado;BRL;90;-44%;-71%;Alto;100;0,48;3,36;;;;;;110;110;90;90;50;90;50;90;110;90;90;50
creme dental de carvao ativado;BRL;20;0%;-60%;Alto;100;1,81;3,04;;;;;;40;20;10;30;20;20;20;20;30;20;10;20
escova com carvão ativado;BRL;50;80%;∞;Alto;100;0,27;0,92;;;;;;0;0;0;0;40;50;70;90;90;50;90;90
escova de carvao ativado;BRL;40;0%;250%;Alto;99;0,36;3,58;;;;;;30;20;30;30;30;40;70;50;50;70;50;70
escova carvão ativado;BRL;40;0%;250%;Alto;100;0,26;1,2;;;;;;30;20;30;10;20;40;20;50;50;70;70;70
creme dental de curcuma;BRL;20;50%;50%;Alto;99;0,78;4,95;;;;;;40;20;20;30;10;20;20;20;20;20;30;30
escova vegetal;BRL;90;0%;0%;Alto;100;0,27;0,82;;;;;;140;90;110;110;70;90;90;70;110;90;90;90
kit de higiene pessoal feminino;BRL;170;23%;256%;Alto;100;0,45;4,68;;;;;;90;70;70;70;90;140;170;260;210;260;320;320
creme dental carvao ativado;BRL;140;0%;-35%;Alto;100;0,63;3,01;;;;;;210;170;140;140;110;110;110;110;110;110;110;110
pasta de dentes de carvão;BRL;1000;0%;-47%;Alto;100;0,33;2,6;;;;;;1600;1300;1300;1000;1000;1300;1600;1000;1000;1000;1000;1000
pasta de dentes carvão ativado;BRL;1000;0%;-23%;Alto;100;0,29;3,14;;;;;;1300;1300;1000;1300;1000;1300;1300;1000;1000;1000;1000;1000
kit higiene dental;BRL;170;24%;133%;Alto;100;0,7;1,86;;;;;;170;170;170;140;210;140;170;170;140;170;210;210
kit higiene pessoal feminino;BRL;260;0%;0%;Alto;100;0,41;4,67;;;;;;210;260;320;210;210;210;320;260;210;260;210;260
pasta de dentes com carvão;BRL;260;24%;-64%;Alto;100;0,49;2,75;;;;;;480;390;320;170;210;260;260;210;170;170;170;210
linhaça no shampoo;BRL;20;0%;-75%;Baixo;10;;;;;;;;20;40;30;30;20;30;20;10;10;10;10;10
produtos para higiene da boca;BRL;40;-33%;-50%;Alto;73;0,49;0,76;;;;;;70;70;30;30;10;50;30;20;30;30;30;20
antisseptico bucal;BRL;3600;0%;0%;Alto;100;0,8;4,6;;;;;;3600;3600;3600;5400;2900;4400;3600;3600;3600;3600;3600;3600
creme dental natural curcuma;BRL;50;0%;25%;Alto;100;0,76;4,99;;;;;;50;30;20;30;30;20;50;40;70;50;70;50
produtos de higiene naturais;BRL;30;50%;0%;Alto;100;0,37;1,33;;;;;;20;40;20;30;20;30;40;50;30;20;30;30
escova de dente condor;BRL;720;-18%;50%;Alto;100;0,35;5,3;;;;;;590;590;480;480;590;720;880;720;720;880;880;720
pasta de dentes carvão;BRL;720;0%;-63%;Alto;100;0,41;3,51;;;;;;1300;880;880;880;590;720;880;590;590;590;480;590
pasta de dente natural carvão;BRL;50;40%;75%;Alto;100;0,87;5,38;;;;;;50;40;50;70;70;50;70;50;40;50;50;70
pasta de dente natural carvao ativado;BRL;20;100%;0%;Alto;100;1,48;5,33;;;;;;30;20;10;20;20;10;30;20;20;10;20;20
carvão pasta de dente;BRL;40;0%;-25%;Alto;100;0,57;2,89;;;;;;50;40;30;30;40;40;70;50;30;30;40;30
pasta de dente carvao de bambu;BRL;20;0%;-75%;Alto;89;1,03;3,23;;;;;;20;30;30;20;10;20;10;10;20;10;10;10
